batter_id,batter,comp_1,sim_1,comp_2,sim_2,comp_3,sim_3
877ab296,Ahsan ul Haq,B Muzarabani,90.0,Abdur Razzak,82.6,C Wright,81.9
877ad201,Hayatullah Niazi,Mehedi Hasan Miraz,76.2,HDRL Thirimanne,72.8,SA Edwards,71.1
8787dd53,Husnain Kabeer,G Bakiweyem,69.2,Ibrahim Rizan,64.0,Ijaz Hussain,59.0
879095b0,SL Clephane,B Muzarabani,87.2,Abdur Razzak,82.0,K Piet,81.2
87a6f411,H Lakov,KS Williamson,94.8,Shan Masood,93.8,Anshuman Rath,93.1
87a92b6b,N Pokana,WP Masakadza,80.2,J Overton,69.4,FJ Klaassen,61.8
87c93848,Wei Guo Lei,H Lin Aung,76.1,Kim Daeyeon,70.0,Khin Aye,69.3
87e33d07,F Nsubuga,F Achelam,83.4,KD Mills,82.2,Muhammad Nadir,75.2
87e562a9,DJ Bravo,AD Mathews,89.2,Junaid Aziz,88.6,Misbah-ul-Haq,85.3
87e87dd2,P Nedeljkovic,Umar Gul,59.3,K Hinds,53.5,SA Jumbe,52.6
87e977df,Amjad Gul,Sharjeel Khan,87.1,MJ Lumb,85.2,Tamim Iqbal,83.5
87ffd217,ZK Shem,Bilal Khan,90.5,Abdur Razzak,85.1,A Shukla,83.6
880eca04,J Reb,AJ Ayannaike,82.4,TK Joseph,70.4,Swann Htet Ko Ko,66.8
881a9bdd,S Chanderpaul,Anamul Haque,81.2,Nazmul Hossain Shanto,79.2,WU Tharanga,78.8
881b3f8e,TP Visee,ND Laegsgaard,87.6,A Raza,86.0,J Mosca,79.5
88228580,MMR Obili,AG Cremer,77.4,Khizar Hayat,70.8,Ibrahim Rizan,69.8
88251c6c,Asrar Ahmed,Faisal Mubashir,79.7,L Bruce,79.2,Mohammad Rizwan,76.1
882fd091,MF Manjate,B Muzarabani,89.8,AN Toube,80.2,N Nuntarach,77.2
8831b92e,Raunaq Kapur,FJ Klaassen,83.1,B Kumar,78.0,CA Soper,72.3
8836fcac,M Mosehle,JO Holder,91.3,S Dube,90.0,JA Morkel,89.3
88626ed2,AA Jangoo,A Parima,86.0,N Mugabe,85.1,DR Smith,82.7
888e32bf,Abdur Razzak,Bilal Khan,90.0,PVD Chameera,89.6,CA Young,89.1
88a5adcf,LM Gabriel,DR Patankar,71.3,Tenjin Rabgey,71.1,DM Gondaria,66.3
88d574fd,EDS Pimheiro,B Muzarabani,83.1,AJ Jabiri,82.3,Abdur Razzak,80.2
88ee683b,Z Arinaitwe,I Kaia,75.7,Anwar Arudin,71.0,Umer Imtiaz,61.2
88fac705,TJ Draca,BM Scholtz,84.9,S Vijay Unni,64.6,AU Rashid,63.4
88fccd6c,SM Pollock,AF Milne,87.7,D Klein,85.5,Sandeep Goud,82.0
8903a5f3,Benson Chama,B Muzarabani,89.5,S Yeshi,81.5,S Rungrueang,78.7
890946a0,NV Ojha,AJ Jabiri,79.8,Khin Aye,76.9,D Jakiel,70.0
890b877d,VB van Jaarsveld,V Baskaran,83.2,FJ Klaassen,78.3,AG Cremer,77.0
8919756f,Mosaddek Hossain,T Musekiwa,76.4,CW Perchard,73.8,Fayyaz Butt,72.8
8930a2a6,A Kalasi,B Muzarabani,78.9,AN Toube,69.2,AG Cremer,68.9
89394502,MA Baig,N Chejay,71.3,R Nehonde,67.9,KD Shah,67.2
8955b928,S Dhakal,S Yeshi,85.0,B Muzarabani,84.9,Abdur Razzak,82.3
895ae8b6,D Kalvin,Thuya Aung,81.0,HA Jackson,75.0,Sufyan Mehmood,74.3
896d78ad,AD Mathews,T Stubbs,92.2,Shoaib Malik,91.1,RP Burl,90.6
8981deb8,Phon Bunthean,B Muzarabani,85.3,S Yeshi,84.5,Abdur Razzak,83.0
898a21a4,J Fernando,GF Linde,83.5,DJ Mitchell,82.5,D Myers,82.3
89a7dd4a,JE Dunford,Mohammad Saifuddin,79.1,D Sabir,76.2,Imad Wasim,74.0
89b7e368,Asad Mohammad,E Niyomugabo,67.4,C Hinze,66.2,K Irakoze,63.0
89c16049,Agha Salman,BRM Taylor,93.9,Afif Hossain,90.4,SK Raina,89.8
89ce57a8,S Fouché,G Singh,69.6,P Silas,65.2,Saud Islam,62.6
89e17934,Ali Waqar,Nasum Ahmed,67.3,Yusuf Ebrahim,60.5,FJ Klaassen,58.0
89f64c19,LMP Simmons,RR Hendricks,91.8,JM Bairstow,91.6,S Bau,90.7
8a00eec1,AN Hyobeom,B Muzarabani,83.6,S Rungrueang,79.9,S Yeshi,79.8
8a1d0222,Kuldeep Lal,SW Poynter,89.1,Ijaz Hussain,80.5,JP Faulkner,80.4
8a22e5f0,M Badenhorst,Abdur Razzak,90.3,Bilal Khan,85.5,V Baskaran,84.7
8a28c5d4,Nadeem Khan,C Hinze,68.7,Amir Zaib,67.0,VD Adewoye,60.4
8a3756a0,CR Suryawanshi,Abdur Razzak,86.3,Bilal Khan,85.3,K Piet,83.2
8a4e101e,Izaz Ali,Mohameed Taiwo,77.2,Swann Htet Ko Ko,72.5,R Hekure,70.8
8a5a8cf0,SM Warnakulasuriya,B Kumar,84.8,B Balala,75.1,A Zampa,74.9
8a686d30,MS Atapattu,FJ Klaassen,69.5,CA Soper,67.0,Sufyan Mehmood,66.4
8a75e999,Babar Azam,Mohammad Rizwan,97.9,DJ Malan,97.0,V Kohli,96.5
8a9320a1,TM Macalou,Khin Aye,89.8,AJ Jabiri,85.3,H Lin Aung,79.7
8a99caa9,Ashwin Vinod,Ehsan Khan,84.2,Karan KC,77.5,HA Chohan,77.1
8a9e3cd0,C Forbes,HA Jackson,73.6,AJ Jabiri,73.0,Thuya Aung,69.2
8abdf100,CJ Anderson,Mahmudullah,93.8,RK Paudel,91.3,T Stubbs,90.0
8ac3d7ee,Haroon Mughal,AG Cremer,86.6,Ibrahim Rizan,85.7,Abdur Razzak,79.9
8ad3d034,AB Mengoumou,D Jakiel,81.5,N Nuntarach,80.6,AJ Jabiri,80.3
8ae49076,Sathya Narayanan,K Piet,79.0,D Jakiel,76.9,V Baskaran,76.6
8afe73e2,WA Young,Aman Desai,88.0,KC Ramamoorthy,84.0,CN Ackermann,80.7
8b0b3bba,SA Mohandas,A Halbhavi,68.8,DL Brangman,68.6,CN Kakuru,67.8
8b261d84,MH Cross,SPD Smith,91.9,SA Edwards,87.4,Nizakat Khan,87.3
8b39d02a,H McAleer,Yusuf Ebrahim,76.3,RDB Ahir,70.2,E Niyomugabo,69.3
8b3cf264,A Curavic,Abdur Razzak,82.0,WJ Cope,79.2,S Yeshi,78.0
8b3e9c7c,PP Shaw,S Yeshi,83.5,B Muzarabani,82.9,Abdur Razzak,80.8
8b46fc4f,J Baguma,B Muzarabani,79.2,S Rungrueang,78.4,C Wright,76.4
8b5b6769,Harbhajan Singh,FA Allen,74.1,S Veerapathiran,69.1,Sohaib Maqsood,68.3
8b6aebf7,SF Nhavotso,Abdur Razzak,87.5,V Baskaran,86.3,AG Cremer,81.9
8b7ce771,D Jakiel,Khin Aye,89.4,AJ Jabiri,87.7,V Baskaran,81.1
8b89eb80,Faizan Asif,Anwar Arudin,84.2,Sarfaraz Ali,81.6,Sohaib Maqsood,79.8
8ba04532,Muhammad Asim,RG Mukasa,91.7,Kamran Akmal,89.5,Sahibzada Farhan,88.2
8ba8195d,V Sehwag,Abbas Ghani,92.4,Fakhar Zaman,91.6,T Marumani,91.2
8bba9ec2,KJ Young,A Patmore,70.5,K Doriga,69.5,KH Prajapati,67.9
8bbb89ab,Ahmed Baladraf,B Muzarabani,91.6,S Yeshi,84.1,S Rungrueang,79.1
8bd614b2,Rony Talukdar,PR Stirling,94.1,B Bhandari,92.6,T Marumani,90.6
8bd9fd13,L Steenkamp,Raghav Dhawan,89.7,TC Barker,89.4,Wasim Ali,88.4
8bee668b,G Burrows,MG Erasmus,92.4,KS Williamson,92.4,Muhammad Usman,91.6
8c11c10a,DR Tawake,Mohamed Rishwan,84.1,HA Jackson,75.9,AJ Jabiri,75.9
8c2aa0f9,PKD Chase,Abdur Razzak,92.4,Bilal Khan,89.0,K Piet,83.3
8c2ce459,D Mendonca,AJ Jabiri,91.7,Khin Aye,86.4,Kim Daeyeon,85.1
8c3cbee9,Imran Ahmed Kaneez,B Muzarabani,86.3,Abdur Razzak,82.0,AJ Jabiri,77.1
8c483884,Kuldeep Singh,FJ Klaassen,88.0,V Baskaran,77.6,AG Cremer,71.8
8c7b9bfc,Mohamed Ishmath,B Muzarabani,90.2,S Yeshi,85.7,Abdur Razzak,81.4
8c7d6cbe,MW Machan,Ahmer Bin Nisar,92.5,KP Pietersen,91.1,I Danladi,90.8
8c8a3f08,GM Ntambalika,AS Samra,83.6,A Turkmen,82.0,HS Gericke,81.8
8c911414,D Faletar,B Muzarabani,84.4,S Yeshi,82.8,H Lin Aung,79.4
8c95e2dd,MS Diawara,N Nuntarach,87.1,P Suanchuai,83.0,S Conteh,78.3
8ca63417,MY Bawa,E Sebareme,64.7,CN Onwuzulike,62.1,Ainool Hafizs,60.1
8cae5b48,Aminuddin Ramly,Anoop Orsu,91.3,P Murungi,89.9,Sahir Naqash,87.0
8cc37805,Kaushal Kumar,RR Patel,89.1,PR Surve,88.0,CO Obuya,87.7
8ce2080b,TJG Pringle,AF Milne,81.0,Muhammad Wafiq,80.1,K Nestor,75.9
8cf61570,Shashikant Laxman,Awais Ahmed,79.9,S Thakor,72.7,AA Obanda,71.6
8cf9814c,Mohammed Shami,S Yeshi,72.5,Fitri Sham,66.3,B Muzarabani,60.3
8d0ea930,MS Kasprowicz,B Kumar,81.8,AU Rashid,75.3,CA Young,75.2
8d2c70ad,Kuldeep Yadav,Abdur Razzak,86.3,K Piet,84.8,V Baskaran,84.5
8d4a236d,AD Fofana,C Pengkumta,75.7,J Jemison,71.6,FJ Klaassen,68.0
8d646b49,Soyeb Pendi,Fitri Sham,77.8,Umar Gul,75.9,SA Jumbe,71.4
8d78d0d0,Mamoon Latif,TK Joseph,85.9,AJ Ayannaike,73.1,R Hekure,68.4
8d8c24fd,RJ Nicol,SE Marsh,85.6,D Kansonkho,78.3,Isa Zaroo,74.3
8d913205,Vishaul Singh,Sufyan Mehmood,80.7,Mohamed Azzam,78.7,D Jakiel,78.7
8d92a2c3,MA Wood,AU Rashid,80.9,Pavandeep Singh,69.5,B Kumar,65.8
8d995b86,S Gantulga,AJ Jabiri,90.9,Khin Aye,90.0,N Nuntarach,86.7
8da9a284,E Solomon,R Mazumder,93.6,HM Amla,93.2,G Gambhir,91.2
8db27a28,ARA Chambers,Ali Masood,81.7,CS MacLeod,77.3,Faisal Mubashir,76.1
8db7f47f,RJW Topley,AU Rashid,89.6,SW Poynter,85.0,B Kumar,79.9
8dd02a98,LD Chandimal,Mahmudullah,87.5,Mohammad Nadeem,86.6,GC Wilson,86.2
8de618ab,SA Ahmad,Muhammad Usman,94.4,Raghav Dhawan,92.5,Fiaz Ahmed,92.1
8e367d57,Arshad Mazarzei,AJ Jabiri,88.8,Khin Aye,85.9,D Jakiel,82.0
8e38d470,Robert Raina,L Siaka,83.5,D Doyle-Calle,82.9,DJG Sammy,82.5
8e554b6b,Abdul Samad,BJ Haddin,67.3,V Vijh,67.1,ZE Green,66.8
8e5a1a7a,Talha Khan,TS Fray,88.1,Selim Salau,86.0,V Ganesan,84.7
8e7e982c,Muhammed Turkmen,S Prasanna,81.2,Mashrafe Mortaza,80.8,Mohammad Naveed,77.6
8e81b773,VB Chikkannaiah,Sulaimon Runsewe,90.9,SJ Baard,89.7,Raghav Dhawan,85.7
8e9d3dc4,PF Gallagher,Lokesh Bam,87.1,Rizwan Cheema,80.2,II Selemani,77.5
8ea6e670,NM Hauritz,B Muzarabani,64.4,S Yeshi,64.2,A Shukla,57.6
8eb2e2e6,L McCarthy,Shakeel Ahmed,74.2,S Hook,67.1,Khushdil Shah,63.6
8eb7c5a6,L Berthe,AN Toube,84.2,B Muzarabani,82.7,N Nuntarach,80.3
8ee36b18,P Nissanka,A Sharafu,97.7,Sahibzada Farhan,96.3,BB McCullum,96.1
8f02f6a8,J Mosca,ST Jayasuriya,91.9,Kamran Akmal,84.5,I Liyanage,83.8
8f0c3818,Hassan Khan,Abdul Hashim,73.8,AJ Jabiri,62.7,HV Mandhyan,62.1
8f1e023f,Sidhant Singh,Usman Khan,87.4,F Behardien,83.1,Shahid Wasif,83.1
8f3c6b8a,Muhammad Farooq,C Kyewuta,71.2,R Ngarava,69.8,C Karunaratne,65.4
8f5313ce,WJ Malinda,B Kumar,71.6,AU Rashid,69.4,CA Young,68.2
8f70fff7,S Conteh,P Suanchuai,84.9,J Jemison,83.9,N Nuntarach,77.7
8f75193e,Muhammad Zohaib,CR Ervine,82.9,DR Patankar,82.4,Aman Desai,80.9
8f77af6b,Vinod Kumar,B Kumar,81.1,AU Rashid,81.1,Pavandeep Singh,72.1
8f7a598f,RMS Eranga,IKEG Artawan,61.3,F Akankwasa,60.7,LPC Silva,60.2
8f8d30be,S Ashwathnarayana,HH Pandya,93.7,EJG Morgan,93.5,Yuvraj Singh,93.0
8fb49ef8,Suhrawadi Shuvo,Bilal Khan,88.5,Abdur Razzak,85.0,K Piet,82.2
8fc65c2b,SM Davies,XM Marshall,93.8,A Turay,87.6,Dylan Steyn,87.6
8fd1a8f5,DW Steyn,SL Malinga,85.7,Dawood Ahmadzai,82.5,Junaid Siddique,81.0
9025e58f,Junaid Siddiqui,WP Masakadza,76.2,Mehran Khan,64.4,FJ Klaassen,64.2
9029d54a,Zeeshan Siddiqui,OB Nightingale,75.6,Hisham Sheikh,75.2,S Foster,75.2
9048c17e,DM Gondaria,Dylan Steyn,83.6,A Sharma,82.4,DR Patankar,81.6
905c09dd,TNM Soleh,Sufyan Mehmood,78.0,Thuya Aung,77.1,Shahil Momin,75.4
9061a703,J Little,MA Starc,78.5,L Ngidi,75.9,S Lamichhane,75.7
90624d37,AJ Jabiri,Khin Aye,92.6,D Jakiel,87.7,N Nuntarach,81.4
906b7d48,Muhammad Moiz,Abbas Afridi,86.0,S Veerapathiran,81.0,P Useni,79.2
906ef9e5,A Bhagwat,B Muzarabani,85.1,Abdur Razzak,84.3,K Piet,82.7
907d6e58,Aamer Yamin,Sayed Monib,85.1,D Heyliger,84.8,FA Allen,84.8
90830f8d,Alam Nakash,D Wheatley,77.7,RDB Ahir,75.4,N Nuntarach,74.5
90839a03,Safvan Patel,O Tuyisenge,67.7,R Sakurano-Thomas,61.8,G Singh,60.3
909d9fac,Javed Maroofkhail,S Foster,75.8,Hisham Sheikh,74.7,S Movva,72.6
90a41671,L Karlsson,SP Narine,77.3,SR Thompson,72.3,HA Chohan,69.2
90a8dfec,P Abanda,AJ Jabiri,72.6,D Wheatley,67.7,P Suanchuai,67.2
90b73986,D Norotam,SR Watson,90.2,A Mansale,88.6,P Khadka,88.4
90bd1f11,B Mahesh,Usman Najeeb,82.8,Sayed Monib,82.2,PJ Cummins,81.1
90c734f8,T Horpinitch,Festus Benn,72.5,Mahmud Jasat,72.2,Thuya Aung,67.2
90d6cdea,TB de Bruyn,Sohaib Maqsood,85.4,HDRL Thirimanne,84.3,Yasim Murtaza,79.7
90ddee48,I Master,G Bakiweyem,83.2,T Tshose,81.9,Jaswinder Singh,78.6
90eac542,J Chialoufas,NG Collins,80.4,J Singye,76.6,R Rohan,72.5
90f9aedf,RGA Amah,A Natubhai Ahir,76.5,Pyae Phyo Wai,75.6,NJ O'Brien,69.3
9103ecdb,Muhammad Rohid,SW Poynter,74.6,JP Faulkner,73.4,Ehsan Khan,70.3
91052c96,PW Borren,KA Pollard,87.8,NLTC Perera,87.6,S Thanikaithasan,87.2
91056862,SA Jumbe,Umar Gul,60.9,Rafiullah,60.0,R Tari,57.8
910584a7,Usman Waheed,PK Matautaava,58.2,HV Mandhyan,57.3,Abdul Hashim,56.1
91136091,LHB Harrington-Myers,AF Milne,82.7,Muhammad Wafiq,80.6,D Klein,78.7
9124aa4c,Zuhaib Zubair,Mudassar Bukhari,87.0,Aminuddin Ramly,79.2,S Thakor,78.8
913b4b9f,J Grassi,M Syahadat Ramli,80.9,Wasim Ali,79.7,A Shreshta,78.7
915264c2,HN Ya France,B Muzarabani,77.0,S Rungrueang,76.8,S Yeshi,74.1
91633ba5,C Rathanak,B Muzarabani,92.4,S Yeshi,82.6,S Rungrueang,78.3
9170ff49,Parvez Rasool,B Kumar,80.0,Pavandeep Singh,78.9,AU Rashid,78.0
919a3be2,RR Pant,EJG Morgan,94.2,MEK Hussey,93.3,OA Shah,92.1
91a4a398,Z Khan,TG Southee,74.1,Umar Gul,61.5,SP Narine,60.5
91c0d39f,Adnan Razzaq,D Heyliger,84.5,Sayed Monib,80.2,JO Holder,79.8
91c984a1,JW Wilson,Milind Kumar,73.8,Hisham Sheikh,72.9,RS Bopara,72.8
91cc319d,Ma Qiancheng,B Muzarabani,88.3,AN Toube,79.7,D Jakiel,79.1
91cd337c,R Panchal,CA Soper,82.2,Sufyan Mehmood,80.9,S Foster,76.0
91cd48e0,JF Smith,Saad Bin Zafar,93.9,R Ashwin,85.6,MH Cross,84.4
91cf746e,Absar Khan,CA Young,86.2,B Kumar,80.6,Abdul Majid Abbasi,79.9
91e035c6,Awais Ikram,Mashrafe Mortaza,73.7,GD Arta,69.7,JT Smuts,68.4
91f0792f,GJ Thompson,L Bruce,90.6,H Masakadza,86.7,Ali Masood,86.5
91f4a6e5,GPK Wijesingha,S Ravichandran,78.3,MR Swart,75.6,Muhammad Umar,74.0
91ffa6c6,JD Ryder,JJ Roy,93.7,Q de Kock,93.3,T Marumani,93.0
9206e859,Jason Lui,M Taylor,70.4,O Manishimwe,69.4,S Desungnoen,67.4
92075cdc,M Taylor,Muhammad Muneeb,87.6,KH Prajapati,86.1,GA Priandana,84.7
9211d267,Rafatullah Mohmand,T Tshose,82.6,Mohamed Rishwan,78.3,A McAuley,73.7
9219eff0,JDS Neesham,MR Adair,90.3,MA Leask,86.5,MJ Santner,86.0
92256e66,D Weston,Kaleemullah,84.3,Hasan Ali,79.8,Vinay Ravi,79.4
922e3dcc,Kamran Khan,Sharjeel Khan,86.4,KR Mayers,85.6,Sazib Bhuiyan,85.0
922e3dcc,Kamran Khan (2),GF Linde,88.1,Mehedi Hasan Miraz,83.5,T Banton,81.2
9238dd92,YM Nkanya,Abdur Razzak,89.7,Bilal Khan,84.7,B Muzarabani,82.5
9244df4b,A Ashokan,Misbah-ul-Haq,95.1,T Stubbs,93.0,Aqib Iqbal,92.4
92593de0,J Chaturanga,AG Cremer,86.4,B Muzarabani,79.2,Abdur Razzak,78.9
926c6d3c,Abdullah Mahmood,AU Rashid,78.5,WP Masakadza,77.8,B Kumar,73.9
927694f7,Farhan Ahmed,FJ Klaassen,74.6,V Baskaran,67.7,N Tanner,65.0
927a5ef5,Anam Mollik,CN Onwuzulike,76.7,LPC Silva,73.3,JR Philippe,68.7
927b34c9,S Pillai,AK Mohan,81.3,Thuya Aung,79.5,Irfan Hafejee,76.2
928670cc,BJ Watling,Thuya Aung,85.4,D Jakiel,76.6,Sufyan Mehmood,76.6
9295145b,SD Outerbridge,O Tuyisenge,81.6,DPMD Jayawardene,78.8,A Mansale,78.3
92aeac25,AD Hales,Zeeshan Khan,96.1,Sahibzada Farhan,96.0,R Satheesan,95.9
92c43fac,RD McCann,Ibrahim Rizan,78.1,G Bakiweyem,73.4,A Zampa,61.2
92f0e10e,Ahmed Aqeel,JP Duminy,90.9,MS Dhoni,90.8,Aqib Iqbal,90.3
933b30c9,D Issiaka,AJ Jabiri,87.6,B Muzarabani,81.7,N Nuntarach,80.7
934b36a6,Khawar Ali,V Sibanda,87.1,Muhammad Muneeb,81.0,KJ Coetzer,79.2
935305fd,J Stanigze,Aarif Sheikh,77.5,MJ Santner,75.1,JO Holder,73.2
93544e69,A Awasthi,AJ Jabiri,88.8,N Nuntarach,79.7,Khin Aye,79.1
93720584,G Thakur,MNM Aslam,92.7,Hammad Mirza,87.7,YS Samra,87.7
93a77ad4,M Chadha,Mohammad Rizwan,95.8,JH Kallis,94.9,Anshuman Rath,94.3
93b4fc78,MK Pandey,MS Dhoni,96.3,F Behardien,91.4,JP Duminy,91.3
93c8799e,N Acawei,A Reyes,78.5,Y Jalloh,65.7,R Abdulkareem,63.6
93f72fdc,AK Muslar,AJ Jabiri,94.9,D Jakiel,86.1,Khin Aye,84.9
940255af,A Mongar,Abdur Razzak,87.8,Bilal Khan,87.8,CA Young,80.7
94113d54,AJ Parmar,Bilal Khan,87.5,Abdur Razzak,87.5,B Muzarabani,87.5
941dfb84,Mohsin Shabbir,B Muzarabani,86.1,S Yeshi,81.4,C Wright,80.6
94238673,HK Bennett,CA Young,86.5,Bilal Khan,83.9,A Zampa,80.3
945981e5,D Johnson,Hamza Tariq,85.4,MD Shanaka,83.7,E Chigumbura,81.1
945f5357,JN du Plooy,LRPL Taylor,86.9,F Behardien,85.4,AM Rahane,82.5
946d4d9a,Mohamed Shiyam,Kim Daeyeon,71.4,Khin Aye,69.4,Thuya Aung,68.0
947346d8,G Ganbold,AJ Jabiri,84.5,Khin Aye,81.8,N Nuntarach,80.7
94a1827c,OGL Bascome,KJ Stagno,96.9,Naseem Khushi,92.3,DC Smith,91.4
94b8d7dd,A Saud,Soumya Sarkar,88.8,M van Lingen,87.9,A Sharma,87.5
94d7f855,C de Grandhomme,AC Douglas,80.9,U Aryaman Sunil,77.6,GF Linde,73.5
94eac556,CJ McKay,Bilal Khan,72.6,Abdur Razzak,65.0,S Yeshi,64.3
94ed8d37,Aftab Ahmed,K Piet,78.9,Bilal Khan,75.4,AJ Jabiri,74.8
951686f5,Dawood Ahmadzai,E Rukiriza,81.1,Muhammad Nadir,77.5,CW Perchard,75.7
95382501,SN Swamy,SW Poynter,86.2,C Kyewuta,82.5,JP Faulkner,81.2
9538c7be,K Klesse,JE Root,91.4,HT Tector,91.0,PA Raikes,91.0
9550470d,WIA Fernando,HA Jackson,69.8,NA Rock,69.4,C Sudarsanan,69.1
957819df,DK Dahani,I Kaia,75.9,R Lutaaya,71.6,FA Allen,68.5
9585854d,D Wotu,SW Poynter,86.3,GD Elliott,86.2,JP Faulkner,85.6
95a5e066,MG Erasmus,RD Berrington,97.5,Haider Butt,96.8,JP Duminy,96.6
95bcba19,RP Magar,Khin Aye,87.2,D Jakiel,83.4,AJ Jabiri,80.6
95bd9407,E Karimi,Abdur Razzak,97.5,Bilal Khan,92.8,PVD Chameera,88.3
95c214dd,Ousman Bah,N Nuntarach,86.5,D Jakiel,85.4,Kim Daeyeon,85.3
95c2d309,SKDT Madusanka,A Ferguson,81.1,RB Patel,80.6,AK Mohan,79.8
95c434f7,GDR Eranga,AU Rashid,85.9,DL Vettori,79.2,SW Poynter,78.8
95d3c4a6,TS Braat,Mohammad Ahnaff,84.0,Nasir Jamshed,77.7,Shah Abrar Hussain,76.3
95e47073,Huzaif Yousuf,R Ngarava,74.2,J Botha,64.5,AS Joseph,63.9
95fcbfb7,TK Patel,S Vijay Unni,85.9,GD Elliott,81.8,DL Vettori,81.6
96013995,DJ Turkich,Nyeing Cham Soe,62.5,Praveen Santhanakrishnan,61.9,Tenjin Rabgey,60.5
96275259,B Ito-Davis,PM Seelaar,80.0,M Syahadat Ramli,74.1,C Madande,70.3
9633359f,JS Malhotra,Nasir Hossain,91.1,Khalid Kail,89.8,MC Henriques,88.7
96503059,Ahsan Malik,HA Chohan,78.5,J Botha,77.4,R Ngarava,73.7
9656afbf,Ahmed Daniyal,D Ramdin,75.0,V Sehwag,74.2,Abdul Razzaq,72.4
965e5b62,Ibrahim Altinoluk,B Muzarabani,86.7,C Wright,80.9,Abdur Razzak,80.2
9663115e,Seetharam Guruvayoorappan,S Foster,77.2,Irfan Hafejee,75.4,Thuya Aung,74.8
96a6a7ad,NM Lyon,G Bakiweyem,62.7,Haris Rauf,60.2,C Kyewuta,58.3
96ce6752,Mirza Baig,K Bhurtel,71.8,C Kieswetter,70.7,Aamir Kaleem,70.6
96f5b685,AA Paradkar,R Ngarava,76.1,J Botha,68.7,Ehsan Khan,63.0
96fd40ae,A Nehra,WJ Cope,86.7,Abdur Razzak,81.8,AJ Jabiri,77.1
96fe3e9f,ZM Tribe,SA Edwards,91.9,Mahmudullah,91.3,SA Ahmad,90.8
97181d1b,MPS Cheema,SR Thompson,78.3,JF Mooney,70.7,D Ramdin,69.9
97290faf,S Joseph,Vinay Ravi,87.6,Khalid Ahmadi,81.3,AF Milne,77.1
972f217b,BJ Jacobs,Ali Masood,74.1,S Hook,70.7,Faisal Mubashir,70.3
973006cc,Amir Zaib,Hassan Nawaz,86.1,Harmeet Singh,76.7,Sahil Chauhan,75.0
97555d44,R Aurora,S Yeshi,85.1,B Muzarabani,83.0,Abdur Razzak,79.9
977b841a,SSJ Brooks,A Balbirnie,83.3,Saif Hassan,80.5,IA De Silva,78.9
97b0e4ff,SC van Schalkwyk,MA Starc,82.2,CJ Jordan,76.2,GP Swann,75.8
97b109d2,Y Naing Tun,Mahmud Jasat,76.3,P Suanchuai,75.1,AJ Jabiri,72.0
97b5f23d,JJ Chicuele,AF Milne,77.8,Muhammad Wafiq,76.0,Shakeel Ahmed,74.8
97b9cb64,A Conteh,N Nuntarach,81.4,Swann Htet Ko Ko,77.2,AN Toube,77.2
97bdec3d,G Motie,Shaheen Shah Afridi,87.8,NM Coulter-Nile,80.9,Khalid Ahmadi,78.7
97d86e77,K Thagunna,Thuya Aung,85.0,S Foster,79.9,Shahil Momin,75.5
97e36a0f,Mahmud Jasat,C Rububagumya,80.6,Festus Benn,77.4,Mohamed Rishwan,72.4
97e5d4bb,Simranjit Singh,N Senamontree,72.5,SW Poynter,70.3,Nasum Ahmed,67.8
97f44626,NK Tiwari,GP Meade,67.2,Kim Daeyeon,66.2,Yves Cyusa,65.4
9811e35e,Gulsan Jha,DM Nakrani,89.4,JA Morkel,88.1,Bilal Tahir,86.9
9815de17,DP Michael,JH Kallis,96.3,Salman Butt,94.7,A Sharafu,94.7
9818cc88,M Kyriacou,J Singye,74.3,Hussain Talat,66.4,Khizar Hayat,62.4
9822fb85,Isa Zaroo,JJ Atkinson,82.9,Fanyan Mughal,80.1,D Kansonkho,78.6
98299b67,HGV Vare,MB Tambe,84.7,B Balala,82.2,Mohamed Azzam,79.3
98514dce,Ibrahim Nashath,Khin Aye,71.0,K Piet,69.9,Shakeel Ahmed,64.9
9853b404,ML Castillo,R Obuya,77.0,BN Toube,76.3,A Shreshta,76.2
985b649e,Taranjit Singh,Rafiullah,91.5,NLTC Perera,91.2,CV Anto,90.3
98614193,IKO Aboagye,AG Cremer,86.5,B Balala,84.6,Ibrahim Rizan,83.4
9865ed99,Asif Bevinje,Devender Singh,82.5,K Hinds,66.0,PK Matautaava,59.5
9868bc75,BMAJ Mendis,MW Short,83.5,Ali Nayyer,81.4,D Myers,80.7
987187b9,Zeeshan Ali,YS Samra,96.9,Syed Aziz,94.1,Luqman Butt,93.0
989889ff,JP Inglis,Taranjeet Singh,93.2,GJ Maxwell,93.0,T Banton,92.6
98aa2a5a,A McKnight,Lakshit Gupta,86.7,S Bau,86.0,J Butler,85.0
98aaa3f3,M Thurgate,FA Allen,90.0,V Sehwag,87.9,P Useni,87.8
98ae73b1,PP Chawla,B Muzarabani,87.8,S Yeshi,84.7,Abdur Razzak,82.4
98d05440,B Regmi,B Muzarabani,85.2,J Jemison,82.9,S Rungrueang,82.7
98dae38e,TK Lal,SW Poynter,83.0,JP Faulkner,82.8,DL Vettori,79.0
98e3f1de,S Burdekin,Irfan Hafejee,67.2,Ali Masood,60.0,I Kaia,59.4
98e4af63,J Danikula,S Conteh,76.2,N Nuntarach,76.1,P Suanchuai,75.9
98e908bd,TB Sole,SP Narine,78.8,Saad Bin Zafar,78.7,Imad Wasim,78.4
