bowler_id,bowler,comp_1,sim_1,comp_2,sim_2,comp_3,sim_3
9d704f6f,SZ Mulani,A Mithun,45.8,PVD Chameera,42.7,DJ Hooda,37.4
9d80c5e1,S Nadeem,SK Trivedi,92.8,PV Tambe,92.6,Shakib Al Hasan,91.2
9eb1455b,NT Ellis,Sandeep Sharma,93.9,T Natarajan,88.9,A Zampa,88.1
9f77963a,Gulbadin Naib,Shahbaz Ahmed,70.0,DJ Hooda,61.3,Y Venugopal Rao,55.6
9f961c14,Joginder Sharma,Anureet Singh,61.9,R McLaren,60.4,A Ashish Reddy,56.1
9fc0ef64,PJ Sangwan,MJ McClenaghan,95.4,AC Thomas,95.1,J Suchith,92.8
9ff100a6,RS Gavaskar,TM Dilshan,55.2,DJ Hooda,45.9,Abhishek Sharma,45.0
a03bba42,T Shamsi,JR Hopes,77.2,AD Mathews,72.9,Washington Sundar,71.6
a12e1d51,SL Malinga,CH Morris,93.6,L Balaji,92.9,CV Varun,92.5
a1d053dd,SS Cottrell,S Sreesanth,90.9,MG Johnson,89.0,DS Kulkarni,88.7
a1d95bd8,LB Williams,PVD Chameera,90.6,CJ Jordan,82.6,Kartik Tyagi,78.1
a1f1829d,K Goel,TM Dilshan,64.5,AM Nayar,61.4,R Parag,57.5
a24be938,VR Iyer,S Dube,80.3,JEC Franklin,80.1,RG Sharma,79.6
a2f46292,KK Ahmed,Mohsin Khan,92.7,MG Johnson,92.5,UT Yadav,92.4
a316d663,GC Viljoen,L Ngidi,90.1,Avesh Khan,88.6,Arshdeep Singh,87.5
a343262c,JE Root,AM Nayar,75.2,R Parag,69.6,SK Raina,69.6
a386e91b,PD Collingwood,ST Jayasuriya,93.5,Yuvraj Singh,89.3,R Bhatia,88.1
a457cfb5,Mayank Dagar,Suyash Sharma,84.5,R Dhawan,84.4,RR Powar,80.9
a45a5e8d,AM Nayar,TM Dilshan,90.0,SK Raina,87.6,Yuvraj Singh,86.1
a4e37e47,S Dube,JEC Franklin,77.6,MP Stoinis,77.3,DJ Hooda,73.2
a757b0d8,KA Pollard,ST Jayasuriya,83.6,V Kohli,80.2,R Parag,78.0
a7c226e1,FH Edwards,DW Steyn,93.8,DP Nannes,92.1,AB Dinda,90.4
a818c1be,TA Boult,Mohammed Shami,99.0,Z Khan,96.2,A Nehra,95.9
a90e53ec,MW Short,SK Raina,53.4,TM Dilshan,48.1,STR Binny,47.0
a97c8ec2,PWH de Silva,YS Chahal,90.4,PP Chawla,90.4,Ravi Bishnoi,88.7
a9da7784,KJ Abbott,R McLaren,78.4,A Mithun,76.6,Lalit Yadav,67.0
a9fd84fb,M Markande,PP Chawla,74.8,PWH de Silva,74.3,K Kartikeya,68.3
aa8d28ae,D Wiese,BA Stokes,55.3,Shahbaz Ahmed,51.3,DJ Hussey,44.3
aaa1b522,TL Suman,ST Jayasuriya,75.7,AM Nayar,73.2,JD Ryder,71.5
aad0c365,Nithish Kumar Reddy,KA Pollard,72.9,HH Pandya,61.3,MP Stoinis,60.8
ab89348d,MF Maharoof,S Aravind,92.3,Azhar Mahmood,91.7,DE Bollinger,91.3
abfeb126,M Kartik,SK Trivedi,89.4,DL Vettori,87.5,S Nadeem,87.5
ac5ae4af,I Udana,SM Curran,75.2,NLTC Perera,69.7,Anureet Singh,67.7
acd4f5dc,DP Vijaykumar,B Lee,77.3,AB Agarkar,68.8,DS Kulkarni,67.9
acdc62f5,A Nortje,Mukesh Kumar,90.6,Avesh Khan,84.5,K Rabada,84.1
acee4cc4,Imran Tahir,GB Hogg,97.0,PP Ojha,95.2,Noor Ahmad,94.0
ad427b5c,Lalit Yadav,BCJ Cutting,82.4,BA Stokes,71.3,Y Venugopal Rao,66.0
addfb70e,SW Tait,M Pathirana,81.4,S Sreesanth,76.3,DP Nannes,74.6
ade90de7,S Midhun,R Shepherd,65.8,S Dube,60.1,DJ Hooda,51.7
ae78bc32,MS Gony,AS Joseph,82.5,R McLaren,81.4,Shivam Mavi,76.1
af2c687b,C Munro,TM Dilshan,55.0,Abhishek Sharma,49.5,R Tewatia,43.3
af7dadf7,B Akhil,SK Raina,91.3,STR Binny,89.9,JP Duminy,85.3
b0482a1d,Tilak Varma,TM Dilshan,63.0,R Parag,60.2,AM Nayar,59.5
b0946605,AS Joseph,MS Gony,82.5,R McLaren,76.2,SM Curran,71.5
b1451597,LR Shukla,DR Smith,85.6,DJG Sammy,80.6,DT Christian,74.9
b1ad996b,MP Yadav,MA Starc,88.7,Harshit Rana,83.5,Umran Malik,82.9
b2570b38,RV Gomez,DR Smith,76.0,Suyash Sharma,71.8,A Ashish Reddy,71.6
b2a79f17,B Laughlin,JO Holder,87.2,SN Thakur,81.3,AJ Tye,80.8
b2ae53f5,T Thushara,DP Nannes,92.6,S Aravind,92.5,MF Maharoof,92.1
b2b23612,RG More,R Parag,66.6,DJ Hooda,65.7,C de Grandhomme,62.4
b2b50355,L Balaji,SL Malinga,92.9,Z Khan,91.9,JA Morkel,91.3
b410bd3d,S Lamichhane,KW Richardson,94.2,L Ngidi,91.4,P Awana,91.0
b483905d,Akash Singh,PJ Cummins,86.8,B Kumar,83.8,TA Boult,83.6
b4f5c2d9,KL Nagarkoti,Shahbaz Ahmed,83.5,DJ Hooda,75.9,R Parag,62.9
b51f72a5,SS Agarwal,JR Hopes,66.7,A Zampa,66.0,K Rabada,57.6
b52ffbbd,FA Allen,Lalit Yadav,84.2,K Kartikeya,68.0,R McLaren,66.4
b552a935,AC Thomas,PJ Sangwan,95.1,MJ McClenaghan,91.4,J Suchith,91.0
b56dc5f7,BE Hendricks,R Vinay Kumar,90.3,Naveen-ul-Haq,90.3,L Ngidi,88.4
b57f8a9a,BJ Hodge,R Bhatia,84.0,ST Jayasuriya,79.6,MC Henriques,76.2
b61a3e1a,LRPL Taylor,C de Grandhomme,78.3,RG Sharma,71.2,DJ Hooda,69.4
b681e71e,GJ Maxwell,Harpreet Brar,87.9,MM Ali,84.4,KH Pandya,84.1
b69e69ed,AA Noffke,C Sakariya,88.5,CJ Jordan,72.2,PVD Chameera,69.4
b720a5d6,DB Ravi Teja,LS Livingstone,82.8,Mohammad Nabi,77.1,AM Nayar,76.9
b822e99c,NB Singh,MC Henriques,83.9,MJ Santner,81.3,Harbhajan Singh,77.8
b8527c3d,Rasikh Salam,Pankaj Singh,72.0,SM Curran,61.5,R Shepherd,58.7
b8d490fd,AJ Finch,DJ Hussey,84.9,AM Nayar,83.1,TM Dilshan,83.1
ba5e1069,R Ravindra,SK Raina,80.4,STR Binny,75.3,JP Duminy,71.4
ba607b88,V Kohli,DJ Hussey,88.2,N Rana,86.4,Yuvraj Singh,83.6
bae11797,Y Gnaneswara Rao,TM Dilshan,39.5,J Yadav,37.9,K Gowtham,35.1
bb18be76,SK Warne,A Kumble,97.3,PP Ojha,96.4,Harbhajan Singh,94.8
bb351c23,MM Ali,Harpreet Brar,92.7,JH Kallis,84.9,GJ Maxwell,84.4
bbd41817,AD Russell,SN Thakur,72.2,VR Aaron,62.6,CJ Anderson,61.0
bcce309e,WPUJC Vaas,A Nehra,97.0,S Aravind,96.9,CR Woakes,95.4
bd17b45f,STR Binny,SK Raina,97.3,JP Duminy,95.0,YK Pathan,94.8
bd77eb62,A Symonds,Iqbal Abdulla,86.9,Harbhajan Singh,86.7,A Kumble,84.4
be24ead0,Ramandeep Singh,CR Brathwaite,64.2,AD Russell,58.1,MM Sharma,57.1
be869ccf,GHS Garton,BB Sran,84.7,Kartik Tyagi,82.8,AB Agarkar,76.3
c03c6200,DJG Sammy,DR Smith,89.2,SC Ganguly,85.7,LR Shukla,80.6
c05edf8e,Harpreet Brar,MM Ali,92.7,SP Narine,90.2,AR Patel,90.0
c0c411cb,Naveen-ul-Haq,AJ Tye,94.1,LH Ferguson,92.8,JP Faulkner,91.0
c15e2193,FY Fazal,JEC Franklin,95.1,LS Livingstone,84.3,DJ Hussey,82.5
c18496e1,Bipul Sharma,P Negi,87.0,R Bhatia,86.3,S Nadeem,84.4
c24a2c5d,S Tyagi,K Gowtham,67.8,LR Shukla,60.6,RR Powar,57.6
c27b5a0e,PVSN Raju,MR Marsh,72.4,S Dube,69.7,CJ Anderson,66.1
c28e9f12,Tejas Baroka,Shahbaz Ahmed,46.9,TM Dilshan,43.2,Abhishek Sharma,41.8
c33d8116,Mohsin Khan,K Rabada,95.6,KK Ahmed,92.7,DS Kulkarni,92.6
c38d3503,Shivam Mavi,RP Meredith,89.5,DR Sams,85.2,K Rabada,84.2
c3a96caf,Mandeep Singh,C de Grandhomme,70.5,DJ Hooda,67.5,LS Livingstone,65.1
c3c92b42,RS Hangargekar,HH Pandya,90.8,M Pathirana,84.2,SN Thakur,83.4
c3d1402f,RP Singh,AB Dinda,96.3,RJ Harris,96.3,M Morkel,95.7
c3d35165,JA Morkel,RP Singh,95.1,AB Dinda,93.1,L Balaji,91.3
c404f58a,DP Nannes,SR Watson,95.8,AB Dinda,94.5,M Morkel,92.3
c42aaf71,M Manhas,SK Raina,66.9,TM Dilshan,66.5,AM Nayar,66.5
c5aef772,R Shepherd,CJ Anderson,88.2,S Dube,64.6,MP Stoinis,64.3
c6097d68,O Thomas,CR Brathwaite,77.7,R Sai Kishore,73.1,DJ Bravo,68.6
c64c2443,J Syed Mohammad,KV Sharma,75.1,R Sai Kishore,74.9,Bipul Sharma,68.4
c654af19,R McLaren,MS Gony,81.4,AS Joseph,76.2,AN Ahmed,72.3
c695b423,PH Solanki,BJ Hodge,87.9,MC Henriques,82.4,ST Jayasuriya,79.3
c69a7b5c,AS Raut,TM Dilshan,71.2,C de Grandhomme,64.2,AM Nayar,63.1
c7a995d3,R Sai Kishore,YS Chahal,88.1,Noor Ahmad,83.8,Imran Tahir,83.6
c8179c68,SB Jakati,PV Tambe,90.7,A Mishra,89.7,RD Chahar,88.4
c96f6ac5,PWA Mulder,Shahbaz Ahmed,65.8,R Shepherd,65.5,S Dube,59.0
caa89a48,SS Sarkar,RG Sharma,82.9,LR Shukla,71.8,SC Ganguly,70.6
caf69bf7,DR Sams,RP Meredith,86.6,DS Kulkarni,85.8,Shivam Mavi,85.2
cb9b8664,W O'Rourke,L Ngidi,84.7,AJ Tye,79.0,Mukesh Kumar,75.0
cc1e8c68,UT Yadav,KK Ahmed,92.4,Mohammed Shami,91.8,IC Pandey,91.2
cca50cd6,LJ Wright,Shahbaz Ahmed,85.9,DJ Hooda,85.3,S Dube,76.4
cd8d2859,DG Nalkande,MR Marsh,71.9,SN Thakur,69.6,AD Russell,69.3
cdc6bdba,S Sandeep Warrier,AD Russell,75.0,VR Aaron,73.6,Navdeep Saini,68.1
ce4cc4d5,R Ninan,KV Sharma,73.8,R Sai Kishore,73.2,L Ngidi,68.7
ce794613,T Natarajan,Sandeep Sharma,93.0,LH Ferguson,92.5,Avesh Khan,91.1
ce820073,Sandeep Sharma,NT Ellis,93.9,T Natarajan,93.0,M Theekshana,88.5
cedc1d9a,P Suyal,AS Rajpoot,79.4,PVD Chameera,77.1,Kartik Tyagi,77.1
cf0ccafa,M Siddharth,GJ Maxwell,87.4,K Kartikeya,79.8,Suyash Sharma,79.7
cf73ad76,JEC Franklin,RG Sharma,80.1,S Dube,77.6,DJ Hussey,77.2
cfa4bd2b,Y Prithvi Raj,R McLaren,76.7,Anureet Singh,71.1,Joginder Sharma,67.9
cfad138c,CK Kapugedera,S Dube,71.2,RG Sharma,68.1,C de Grandhomme,65.5
d014d5ac,SE Rutherford,KA Pollard,94.0,V Kohli,89.2,ST Jayasuriya,79.9
d027ba9f,KS Williamson,C de Grandhomme,72.8,LS Livingstone,72.4,TM Dilshan,66.4
d0513f63,CL White,S Dube,89.7,MP Stoinis,77.7,JEC Franklin,77.2
d167edd3,SM Boland,Azhar Mahmood,84.0,AJ Tye,81.5,R Vinay Kumar,79.1
d1a60072,N Wadhera,TM Dilshan,70.7,AM Nayar,65.4,LS Livingstone,64.1
d1c94b25,CK Langeveldt,S Aravind,95.5,MF Maharoof,92.4,DE Bollinger,92.0
d2340a43,Anand Rajan,JA Morkel,88.1,DP Nannes,85.6,L Balaji,85.2
d2a989fc,DS Kulkarni,P Kumar,94.5,Mohsin Khan,92.6,MG Johnson,92.1
d2c2b2d5,SR Tendulkar,C de Grandhomme,75.8,RG Sharma,71.9,DJ Hooda,70.8
d3611425,LI Meriwala,A Nortje,82.7,C Sakariya,82.3,Yash Dayal,82.1
d45c29b1,Ashwani Kumar,VY Mahesh,83.9,SN Thakur,73.7,Mukesh Kumar,68.2
d4d929b0,V Kaverappa,JP Behrendorff,96.4,CR Woakes,94.2,JR Hazlewood,93.9
d4eef961,M de Lange,A Nortje,88.2,CJ Jordan,80.2,Mukesh Kumar,76.9
d621b427,Musheer Khan,CJ Anderson,63.3,R Shepherd,60.3,JEC Franklin,58.6
d68e7f48,R Rampaul,A Nehra,95.8,M Morkel,95.7,Z Khan,94.2
d718440b,V Pratap Singh,K Rabada,85.8,KW Richardson,84.3,A Nortje,81.7
d7a57f75,D du Preez,R Vinay Kumar,91.9,P Awana,90.3,L Ngidi,89.0
d7b3a420,Jaskaran Singh,VR Aaron,85.8,Mukesh Choudhary,72.2,AS Rajpoot,67.1
d7c6af50,DL Vettori,SP Narine,98.2,R Sharma,96.7,M Muralitharan,96.0
d872f52a,LA Carseldine,SW Tait,65.7,S Sreesanth,63.7,V Shankar,62.7
d8b2f218,BB Sran,Kartik Tyagi,85.1,PVD Chameera,82.0,AS Rajpoot,79.5
d9273ee7,MP Stoinis,S Dube,77.3,CJ Anderson,74.8,DJ Hooda,70.5
d92e42f5,KP Appanna,JD Ryder,85.5,RA Jadeja,80.4,SB Jakati,77.7
da934ee8,MK Lomror,KA Pollard,85.5,V Kohli,82.9,R Parag,76.0
db31895a,AS Rajpoot,Kartik Tyagi,86.4,A Mithun,84.9,BB Sran,79.5
db584dad,CH Gayle,YK Pathan,89.4,Yuvraj Singh,89.0,JP Duminy,88.7
dbc50253,AP Dole,VY Mahesh,90.9,VG Arora,77.4,Mujeeb Ur Rahman,75.8
dbe50b21,HH Pandya,SN Thakur,84.2,TU Deshpande,73.1,VG Arora,70.1
dc4686e6,BA Bhatt,MM Ali,72.5,GJ Maxwell,65.9,Azhar Mahmood,64.9
dc9dd038,Sachin Baby,MC Henriques,83.3,GJ Maxwell,69.6,V Shankar,66.4
dcce6f09,DA Warner,MR Marsh,61.2,SW Tait,56.1,KA Pollard,52.3
dcf81436,S Kaul,A Nortje,84.0,Avesh Khan,83.5,P Awana,83.2
dd09ff8e,B Lee,P Kumar,91.4,DS Kulkarni,85.0,DW Steyn,83.1
ddb00822,P Prasanth,R Shepherd,55.6,V Sehwag,51.1,CJ Anderson,50.6
ddc0828d,A Flintoff,JR Hopes,67.0,VRV Singh,62.7,PVD Chameera,57.2
dddca1d6,SB Wagh,C Green,59.0,V Shankar,54.1,MC Henriques,49.2
de4b0555,R Shukla,Anureet Singh,81.9,Basil Thampi,81.7,A Nortje,75.1
dec8e038,J Theron,Sandeep Sharma,89.3,T Natarajan,88.3,M Theekshana,87.6
ded9240e,PJ Cummins,TA Boult,94.9,M Prasidh Krishna,94.7,Mohammed Shami,94.1
df064e1a,Ravi Bishnoi,PWH de Silva,88.7,M Ashwin,84.1,Rashid Khan,83.2
dfc4d8b5,KW Richardson,P Awana,95.6,MJ McClenaghan,95.0,K Rabada,94.9
e0351c86,DNT Zoysa,BB Sran,74.3,JR Hopes,71.7,AB Agarkar,66.5
e03b66ec,Mohammad Asif,Avesh Khan,90.1,K Rabada,89.6,A Nortje,88.2
e0407c01,IC Pandey,UT Yadav,91.2,DS Kulkarni,88.8,P Kumar,88.1
e087956b,BA Stokes,BCJ Cutting,78.7,Shahbaz Ahmed,74.6,Lalit Yadav,71.3
e186f49c,Mashrafe Mortaza,Kartik Tyagi,85.6,BB Sran,74.8,Arshad Khan,68.0
e2db2409,M Ashwin,PV Tambe,94.1,Rashid Khan,93.9,SP Narine,91.2
e32d22f6,Pankaj Singh,Basil Thampi,70.5,Mukesh Choudhary,67.9,Navdeep Saini,65.9
e342e5fb,CR Brathwaite,AJ Tye,86.7,SN Thakur,86.3,MM Sharma,84.9
e38bce7a,MG Bracewell,JR Hazlewood,57.9,A Singh,57.1,Harshit Rana,56.6
e412cb64,HF Gurney,Sandeep Sharma,92.7,NT Ellis,90.7,M Theekshana,90.6
e4a0deae,MJ Santner,KH Pandya,88.2,P Negi,87.4,Kuldeep Yadav,87.2
e4cdf230,AS Roy,P Negi,89.1,MC Henriques,88.5,S Gopal,83.6
e62dd25d,K Rabada,Mohsin Khan,95.6,MJ McClenaghan,95.3,KW Richardson,94.9
e84ac20c,MJ Henry,JR Hopes,71.4,Azmatullah Omarzai,59.7,AB Agarkar,58.5
e86754b2,TK Curran,Yash Thakur,82.9,JO Holder,77.3,PVD Chameera,73.9
e938e1bc,P Kumar,DS Kulkarni,94.5,DW Steyn,94.4,B Lee,91.4
e94915e6,SM Curran,Yash Thakur,73.4,AS Joseph,71.5,S Kaul,70.3
e9c7f0d0,Fazalhaq Farooqi,Suyash Sharma,59.8,VRV Singh,58.3,BCJ Cutting,57.9
ea0cdc12,BAW Mendis,M Kartik,86.8,R Ashwin,84.9,S Nadeem,83.4
eaa76d3c,C Green,V Shankar,73.2,MC Henriques,67.5,MJ Santner,60.7
eade4650,DJ Mitchell,DJ Hooda,84.2,S Dube,81.7,C de Grandhomme,78.0
ed5a5510,P Dubey,R Tewatia,76.2,C Green,66.4,Mohammad Nabi,65.8
edb3d4f8,KC Cariappa,BA Stokes,76.0,Lalit Yadav,66.0,DT Christian,62.0
ee1b6c27,N Thushara,T Natarajan,86.9,M Pathirana,83.5,Sandeep Sharma,83.2
ee3dfa89,Sunny Gupta,S Dube,63.2,Shahbaz Ahmed,59.1,DJ Hooda,55.5
ee7d0c82,GD McGrath,IK Pathan,89.6,P Kumar,88.5,Harbhajan Singh,87.7
eef2536f,Avesh Khan,LH Ferguson,93.1,PJ Cummins,92.2,T Natarajan,91.1
ef5da05c,AG Murtaza,GJ Maxwell,83.3,MM Ali,83.3,BA Bhatt,83.0
efc04be7,Noor Ahmad,Imran Tahir,94.0,PP Chawla,92.7,GB Hogg,90.6
f088b960,SN Khan,S Dube,71.3,RG Sharma,65.2,JEC Franklin,63.6
f0f628c7,MM Patel,A Nehra,96.2,RJ Harris,95.8,DE Bollinger,94.6
f18ba07f,Ankit Soni,STR Binny,94.0,JP Duminy,91.7,SK Raina,90.0
f19ccfad,Washington Sundar,AD Mathews,84.5,KH Pandya,81.0,AR Patel,80.0
f233bbb4,ST Jayasuriya,Yuvraj Singh,90.0,SK Raina,86.2,KA Pollard,83.6
f24c6701,M Theekshana,M Ashwin,90.8,Sandeep Sharma,88.5,Rashid Khan,88.4
f24ca2ba,C Nanda,Bipul Sharma,87.4,M Kartik,78.4,P Negi,76.8
f29185a1,Abhishek Sharma,TM Dilshan,85.0,Y Venugopal Rao,83.4,LS Livingstone,80.5
f3171936,BW Hilfenhaus,M Morkel,97.6,MJ McClenaghan,96.5,MG Johnson,95.7
f5180fe6,MG Johnson,BW Hilfenhaus,95.7,MJ McClenaghan,94.4,M Morkel,94.3
f5f18a18,S Randiv,SK Warne,80.8,PP Ojha,80.3,R Sai Kishore,76.7
f62772e5,P Negi,RD Chahar,92.6,A Mishra,91.2,S Gopal,88.7
f6d8a7ab,K Kartikeya,Suyash Sharma,92.1,R Dhawan,82.2,Harpreet Brar,77.7
f708a0bc,GB Hogg,Imran Tahir,97.0,PP Ojha,96.3,CV Varun,95.6
f752db61,JL Pattinson,LH Ferguson,90.9,CH Morris,87.8,Naveen-ul-Haq,87.6
f834dcfc,L Ngidi,Naveen-ul-Haq,90.8,Avesh Khan,90.8,Arshdeep Singh,90.2
f842c2cf,MJ Clarke,AR Patel,87.2,A Symonds,85.9,Iqbal Abdulla,85.7
f846de6a,MN Samuels,Z Khan,88.8,IK Pathan,87.1,B Kumar,87.0
f986ca1a,HV Patel,DJ Bravo,92.5,Naveen-ul-Haq,89.2,M Pathirana,88.9
f9e6e7ef,Shahbaz Ahmed,DJ Hooda,84.9,LS Livingstone,83.2,Y Venugopal Rao,82.7
fa2f1dde,K Khejroliya,R Shepherd,63.5,Joginder Sharma,59.1,S Dube,58.0
fa463154,AB Agarkar,BB Sran,79.2,AS Rajpoot,71.2,AN Ahmed,65.4
facb9086,SD Chitnis,CR Brathwaite,79.0,SN Thakur,76.8,AJ Tye,76.0
fb24e76c,Monu Kumar,SW Tait,51.4,AS Rajpoot,51.4,A Mithun,50.7
fb2d1dda,N Rana,AK Markram,88.9,SC Ganguly,88.7,V Kohli,86.4
fb5f69e4,M Tiwari,Shahbaz Ahmed,67.8,LS Livingstone,67.2,DJ Hooda,62.6
fb66ce1f,CH Morris,RP Singh,95.0,LH Ferguson,94.5,S Aravind,94.2
fb693839,S Ladda,Shahbaz Ahmed,70.6,R Shepherd,65.7,BA Stokes,63.5
fcc21ace,A Kamboj,K Kartikeya,81.7,Ravi Bishnoi,75.5,IK Pathan,74.8
fd835ab3,DJ Hussey,V Kohli,88.2,LS Livingstone,82.0,JEC Franklin,77.2
fdcb08c2,A Uniyal,Akash Madhwal,72.5,AJ Tye,71.1,Basil Thampi,70.2
fdf7491e,IC Porel,RP Meredith,80.3,Shivam Mavi,76.9,Yash Thakur,75.1
fe763256,Y Venugopal Rao,TM Dilshan,88.1,AK Markram,87.8,SC Ganguly,84.2
fe93fd9d,RA Jadeja,R Bhatia,85.8,YK Pathan,79.8,SB Jakati,79.7
fef92afc,SC Kuggeleijn,VR Aaron,70.3,Navdeep Saini,69.4,NLTC Perera,65.7
ffe699c0,CJ Jordan,PVD Chameera,87.3,C Sakariya,81.8,Yash Dayal,80.1
fffa744b,Naman Dhir,TM Dilshan,82.9,C de Grandhomme,82.8,AM Nayar,80.8
