batter_id,batter,comp_1,sim_1,comp_2,sim_2,comp_3,sim_3
d3a3e82d,AB Barath,VVS Laxman,68.0,CA Pujara,65.2,RS Bopara,60.1
d4eef961,M de Lange,RP Singh,87.8,PP Ojha,84.1,AB Dinda,82.5
d4f9dbd4,CA Pujara,MS Bisla,80.2,SC Ganguly,73.9,JH Kallis,73.5
d5130a30,B Sai Sudharsan,V Kohli,98.5,Shubman Gill,97.7,S Dhawan,95.5
d621b427,Musheer Khan,TG Southee,70.0,MM Sharma,69.8,Ravi Bishnoi,68.2
d67d5f00,DA Miller,A Badoni,91.0,V Shankar,90.2,OA Shah,88.3
d68e7f48,R Rampaul,HV Patel,77.4,SL Malinga,76.6,PWH de Silva,69.5
d7017798,A Raghuvanshi,WG Jacks,89.8,Tilak Varma,88.9,RA Tripathi,88.1
d718440b,V Pratap Singh,S Nadeem,86.7,MM Sharma,83.7,A Nehra,83.0
d7a57f75,D du Preez,GH Vihari,70.0,DL Vettori,59.5,MA Starc,58.2
d7b3a420,Jaskaran Singh,AB Dinda,90.5,RP Singh,90.3,PP Ojha,89.7
d7c6af50,DL Vettori,MA Starc,73.3,A Kumble,66.5,RJ Harris,63.9
d84378a4,M Kaif,GH Vihari,73.5,AA Jhunjhunwala,72.3,S Gopal,63.7
d8699ab7,ML Hayden,YBK Jaiswal,96.4,BB McCullum,96.2,JC Buttler,95.2
d872f52a,LA Carseldine,A Raghuvanshi,77.6,SA Asnodkar,75.4,AM Rahane,68.8
d8b2f218,BB Sran,MA Starc,91.0,A Kumble,84.3,RP Singh,83.1
d9273ee7,MP Stoinis,RK Singh,95.5,N Pooran,93.7,S Dube,93.0
d92e42f5,KP Appanna,RP Singh,87.6,PP Ojha,82.8,AB Dinda,78.6
da934ee8,MK Lomror,PJ Cummins,79.9,HH Pandya,78.7,KD Karthik,78.0
db31895a,AS Rajpoot,AB Dinda,80.7,A Nehra,76.5,PP Ojha,75.3
db584dad,CH Gayle,SR Watson,96.7,DR Smith,96.5,ML Hayden,95.0
dbc50253,AP Dole,R Parag,71.8,Yuvraj Singh,69.9,SR Watson,69.7
dbe50b21,HH Pandya,H Klaasen,93.8,KD Karthik,93.7,YK Pathan,93.1
dc4686e6,BA Bhatt,JD Unadkat,70.3,K Gowtham,68.2,M Shahrukh Khan,62.8
dc9dd038,Sachin Baby,AA Jhunjhunwala,74.2,Z Khan,71.1,SN Khan,64.2
dcce6f09,DA Warner,RD Gaikwad,95.3,JC Buttler,94.5,SE Marsh,94.2
dce2019b,F Behardien,Ravi Bishnoi,73.8,MM Sharma,72.8,TG Southee,72.5
dcf81436,S Kaul,AB Dinda,87.2,S Nadeem,86.3,RP Singh,85.8
dd09ff8e,B Lee,A Ashish Reddy,72.2,BCJ Cutting,67.2,RN ten Doeschate,66.5
dd7e9b3b,YV Dhull,TG Southee,64.4,AB Dinda,63.3,S Nadeem,62.7
ddc0828d,A Flintoff,JP Duminy,90.2,SS Tiwary,88.1,V Shankar,88.1
dddca1d6,SB Wagh,MM Sharma,84.7,Ravi Bishnoi,76.2,A Nehra,75.3
dded65e7,IR Jaggi,GH Vihari,74.6,YS Chahal,73.9,B Kumar,69.7
de4b0555,R Shukla,MA Starc,87.1,I Sharma,79.1,A Kumble,72.7
de8cce37,VVS Laxman,S Nadeem,48.3,A Nehra,44.2,AB Dinda,43.3
de8d3876,M Rawat,MA Starc,89.4,I Sharma,79.8,RP Singh,79.1
dec8e038,J Theron,RP Singh,91.7,PP Ojha,86.6,AB Dinda,81.8
ded9240e,PJ Cummins,HH Pandya,88.2,K Gowtham,86.7,Ramandeep Singh,84.0
df064e1a,Ravi Bishnoi,AB Dinda,86.4,S Nadeem,81.7,PP Ojha,80.9
df5a6881,DP Conway,S Dhawan,96.5,RD Gaikwad,96.3,HM Amla,96.0
dfc4d8b5,KW Richardson,MA Starc,77.0,DL Vettori,64.5,UT Yadav,53.0
e0351c86,DNT Zoysa,NM Coulter-Nile,66.6,M Jansen,57.3,MA Starc,57.1
e03b66ec,Mohammad Asif,AB Dinda,84.9,TG Southee,84.7,Ravi Bishnoi,82.9
e0407c01,IC Pandey,S Nadeem,88.2,MM Sharma,87.5,A Nehra,86.5
e087956b,BA Stokes,RA Tripathi,90.6,SK Raina,88.4,VR Iyer,88.0
e186f49c,Mashrafe Mortaza,NM Coulter-Nile,71.5,JJ Bumrah,62.1,P Kumar,55.9
e1d1b294,HH Gibbs,SC Ganguly,91.7,M Vijay,87.0,LMP Simmons,85.9
e1d9ae9c,Shivam Singh,RP Singh,83.8,MA Starc,81.8,PP Ojha,72.6
e249fdaa,A Chopra,SP Goswami,74.6,S Nadeem,72.3,SK Warne,71.5
e2db2409,M Ashwin,R Sharma,76.9,Ravi Bishnoi,74.9,MJ McClenaghan,74.4
e32d22f6,Pankaj Singh,RP Singh,91.6,PP Ojha,91.2,AB Dinda,89.7
e342e5fb,CR Brathwaite,BCJ Cutting,92.2,A Ashish Reddy,85.8,RN ten Doeschate,84.5
e3851766,KS Rathore,S Nadeem,87.2,MM Sharma,86.4,A Nehra,82.8
e38bce7a,MG Bracewell,SS Tiwary,75.5,DJ Mitchell,70.7,KM Jadhav,68.2
e412cb64,HF Gurney,A Nehra,93.2,S Nadeem,92.6,AB Dinda,89.9
e4a0deae,MJ Santner,MJ McClenaghan,61.3,M Jansen,60.4,Mohammed Siraj,59.2
e4cdf230,AS Roy,MM Sharma,80.3,NM Coulter-Nile,67.5,PWH de Silva,63.8
e62dd25d,K Rabada,JP Faulkner,76.0,Y Nagar,56.5,KV Sharma,54.0
e66732f8,RD Rickelton,TM Head,93.2,PP Shaw,89.9,RG Sharma,89.1
e798611a,HM Amla,MEK Hussey,97.1,RD Gaikwad,96.7,DP Conway,96.0
e86754b2,TK Curran,BJ Hodge,68.5,RS Bopara,64.2,KS Williamson,59.8
e938e1bc,P Kumar,Z Khan,68.2,NM Coulter-Nile,67.1,I Sharma,66.7
e94915e6,SM Curran,Tilak Varma,93.1,A Badoni,92.5,A Symonds,90.3
e96801ea,MS Bhandage,TG Southee,68.2,PWH de Silva,61.8,Ravi Bishnoi,61.6
e9c7f0d0,Fazalhaq Farooqi,MA Starc,86.9,RP Singh,85.3,A Kumble,83.0
ea0cdc12,BAW Mendis,AB Dinda,94.5,PP Ojha,92.8,RP Singh,92.5
eaa76d3c,C Green,Shashank Singh,91.7,Dhruv Jurel,87.9,Tilak Varma,87.4
eade4650,DJ Mitchell,Tilak Varma,87.1,RA Jadeja,83.7,SS Tiwary,82.7
ed5a5510,P Dubey,SP Goswami,64.9,SK Warne,60.3,VVS Laxman,55.0
edb3d4f8,KC Cariappa,JD Unadkat,66.7,Mohammad Nabi,57.7,K Rabada,52.6
ee3dfa89,Sunny Gupta,MM Sharma,85.2,S Nadeem,82.4,Ravi Bishnoi,80.6
ee7d0c82,GD McGrath,RD Chahar,74.3,MJ McClenaghan,59.2,R Sharma,58.7
eea6b7f1,SP Fleming,MD Mishra,75.3,Y Nagar,63.2,RV Uthappa,62.9
eef2536f,Avesh Khan,Ramandeep Singh,73.7,K Gowtham,69.9,JD Unadkat,67.7
ef5da05c,AG Murtaza,RP Singh,80.3,PP Ojha,80.0,MG Johnson,78.1
efc04be7,Noor Ahmad,S Nadeem,91.9,AB Dinda,86.3,A Nehra,83.1
f088b960,SN Khan,TL Suman,70.9,CA Ingram,69.4,LR Shukla,68.5
f0af99a7,D Ferreira,S Nadeem,83.8,AB Dinda,82.8,TG Southee,82.3
f0f628c7,MM Patel,A Nehra,81.5,MM Sharma,77.8,S Nadeem,77.7
f10e94c4,AD Nath,DT Christian,63.5,S Gopal,60.2,M Kaif,59.8
f18ba07f,Ankit Soni,JD Unadkat,54.5,MS Gony,47.2,K Gowtham,46.5
f19ccfad,Washington Sundar,Ashutosh Sharma,84.3,RM Patidar,76.8,VR Iyer,75.2
f1f99156,TH David,KA Pollard,95.0,N Pooran,92.6,Naman Dhir,91.3
f21043a5,MDKJ Perera,RD Chahar,62.9,Mohammed Siraj,59.3,SL Malinga,51.0
f233bbb4,ST Jayasuriya,PD Salt,90.5,AC Gilchrist,89.5,CH Gayle,89.3
f24c6701,M Theekshana,AB Dinda,86.5,S Nadeem,78.1,Ravi Bishnoi,77.4
f24ca2ba,C Nanda,S Nadeem,88.5,A Nehra,86.1,MM Sharma,84.9
f29185a1,Abhishek Sharma,N Pooran,96.0,Priyansh Arya,95.1,PD Salt,94.9
f2c936d7,MJ Owen,MM Sharma,88.0,S Nadeem,87.2,A Nehra,84.0
f3cb53a1,MV Boucher,MC Henriques,86.3,DJ Hussey,81.5,JP Duminy,79.5
f48cf4da,DT Patil,DB Das,70.4,JD Unadkat,69.7,R Vinay Kumar,60.0
f4cb4f53,AP Majumdar,MK Pandey,77.9,DPMD Jayawardene,76.9,KC Sangakkara,76.1
f4f0fafd,B Sumanth,KM Jadhav,74.0,DJ Mitchell,72.7,AB Agarkar,65.7
f5180fe6,MG Johnson,SL Malinga,75.0,B Kumar,74.5,Mohammed Siraj,72.1
f5f18a18,S Randiv,AB Dinda,94.1,S Nadeem,92.4,A Nehra,90.7
f62772e5,P Negi,NLTC Perera,79.9,M Morkel,67.5,MK Lomror,61.8
f663ef00,J Arunkumar,RD Chahar,70.1,Mohammed Siraj,69.2,PWH de Silva,64.6
f6d8a7ab,K Kartikeya,TG Southee,64.6,AB Dinda,63.5,RP Singh,63.3
f708a0bc,GB Hogg,A Kumble,75.2,DL Vettori,74.8,MA Starc,71.0
f752db61,JL Pattinson,DL Vettori,78.0,A Kumble,70.7,Kuldeep Yadav,63.8
f834dcfc,L Ngidi,A Nehra,87.8,S Nadeem,87.7,MM Sharma,86.1
f836b33d,T Kohler-Cadmore,CA Pujara,90.2,MS Bisla,75.7,SC Ganguly,59.6
f842c2cf,MJ Clarke,AL Menaria,65.9,Shakib Al Hasan,65.9,CA Ingram,62.2
f846de6a,MN Samuels,AA Jhunjhunwala,61.3,R Sharma,57.9,Z Khan,57.5
f89d3b11,Sameer Rizvi,P Simran Singh,90.7,V Sehwag,89.2,DR Smith,88.8
f986ca1a,HV Patel,M Jansen,70.9,PWH de Silva,69.3,DS Kulkarni,67.9
f9e6e7ef,Shahbaz Ahmed,DB Ravi Teja,83.6,Gurkeerat Singh,77.0,Azhar Mahmood,75.9
fa463154,AB Agarkar,R Dhawan,92.0,DJ Bravo,77.5,Bipul Sharma,74.4
faa7365d,DR Shorey,PK Garg,48.3,DL Vettori,43.3,Ravi Bishnoi,43.3
facb9086,SD Chitnis,AD Mathews,73.8,SS Tiwary,63.5,MC Henriques,60.7
fb2d1dda,N Rana,P Simran Singh,92.6,JJ Roy,92.2,YBK Jaiswal,91.6
fb5f69e4,M Tiwari,TG Southee,65.7,PWH de Silva,64.3,RP Singh,62.4
fb66ce1f,CH Morris,BCJ Cutting,76.2,RE van der Merwe,73.0,J Fraser-McGurk,68.7
fb693839,S Ladda,S Nadeem,90.2,MM Sharma,87.9,A Nehra,85.5
fcc21ace,A Kamboj,Mohammed Shami,59.4,A Kumble,53.4,Kuldeep Yadav,52.5
fd835ab3,DJ Hussey,Y Venugopal Rao,90.4,AK Markram,89.9,DPMD Jayawardene,87.3
fdcb08c2,A Uniyal,S Nadeem,91.0,A Nehra,91.0,AB Dinda,86.3
fdedb37c,SM Katich,E Lewis,93.2,TM Head,87.9,KK Nair,86.7
fe11caa6,WP Saha,PA Patel,91.7,S Dhawan,91.1,G Gambhir,90.7
fe763256,Y Venugopal Rao,DJ Hussey,90.4,JEC Franklin,87.9,GJ Bailey,86.7
fe93fd9d,RA Jadeja,A Badoni,94.3,H Klaasen,90.1,Tilak Varma,90.0
ff077124,Kamran Akmal,JM Sharma,91.2,AD Russell,89.7,N Rana,89.1
ff1e12a0,AJ Turner,Mohammad Nabi,65.2,SL Malinga,46.6,PP Ojha,37.7
ff1e68fa,B Indrajith,MM Sharma,85.3,SP Goswami,78.3,S Nadeem,73.0
ffe699c0,CJ Jordan,HV Patel,85.6,DS Kulkarni,80.3,PWH de Silva,68.4
fffa744b,Naman Dhir,AD Russell,94.5,Abhishek Sharma,91.5,TH David,91.3
