batter_id,batter,comp_1,sim_1,comp_2,sim_2,comp_3,sim_3
6ec424a9,ND Doshi,S Nadeem,87.1,A Nehra,82.8,MM Sharma,78.9
6ef60d3a,Kamran Khan,TG Southee,61.3,AB Dinda,55.2,PWH de Silva,55.2
6f49cc6e,Shivam Sharma,Bipul Sharma,66.8,KV Sharma,66.5,AB Agarkar,64.3
7023d182,AN Ghosh,MM Sharma,80.4,RD Chahar,66.1,SP Goswami,65.4
7050a1e7,DB Das,N Rana,84.7,MP Stoinis,81.1,YK Pathan,80.7
709b0bac,SS Tiwary,JP Duminy,92.1,AD Mathews,88.6,V Shankar,87.9
70d205c9,AT Rayudu,SS Iyer,92.6,H Klaasen,92.3,RR Pant,91.6
710dd98c,MN van Wyk,HM Amla,90.7,RD Gaikwad,89.1,SE Marsh,87.9
7210d461,Yash Dayal,AB Dinda,94.6,TG Southee,87.9,PP Ojha,87.5
725529bc,SC Ganguly,JH Kallis,93.6,HH Gibbs,91.7,R Dravid,89.7
72861603,GC Smith,TM Dilshan,87.5,M Vijay,85.5,KS Williamson,82.0
73ad96ed,DJ Hooda,Shahbaz Ahmed,74.2,SM Curran,69.5,V Shankar,65.1
73c18486,KR Mayers,E Lewis,89.1,Priyansh Arya,88.5,TM Head,87.5
740742ef,RG Sharma,D Padikkal,92.4,F du Plessis,91.8,MR Marsh,90.4
75224f22,KMA Paul,S Nadeem,76.4,MJ McClenaghan,74.2,Ravi Bishnoi,72.3
752f7486,Ishan Kishan,F du Plessis,95.8,JC Buttler,95.5,RV Uthappa,94.7
756389bd,S Vidyut,SA Asnodkar,80.5,PP Shaw,75.9,N Rana,67.1
759ac88f,MM Sharma,A Nehra,85.5,S Nadeem,83.5,Ravi Bishnoi,79.2
75de770f,T Taibu,DL Vettori,64.9,KM Jadhav,59.6,DJ Hooda,59.1
76388dc8,S Badree,MM Sharma,81.6,Ravi Bishnoi,76.7,S Nadeem,73.4
765a4731,Mukesh Choudhary,R Ashwin,65.7,Mohammed Shami,50.8,DS Kulkarni,47.4
77255a9e,RA Tripathi,BA Stokes,90.6,A Raghuvanshi,88.1,MK Tiwary,88.0
77b1aa15,Harshit Rana,VVS Laxman,67.1,MJ McClenaghan,66.5,MJ Santner,66.3
78eb4223,KAJ Roach,KM Jadhav,53.4,DJ Hooda,49.7,A Raghuvanshi,49.7
798cc28e,KM Asif,TG Southee,64.4,MM Sharma,61.4,Ravi Bishnoi,60.9
7a8bd078,S Gopal,DT Christian,72.2,RJ Harris,69.8,Z Khan,67.5
7bb62642,Anirudh Singh,GC Smith,56.5,RS Bopara,54.5,M Vijay,54.0
7bf96684,OA Shah,V Shankar,90.7,A Badoni,88.9,DA Miller,88.3
7c3b3b78,VG Arora,AB Dinda,96.9,PP Ojha,89.3,Ravi Bishnoi,88.7
7c503806,J Botha,MK Tiwary,80.7,KM Jadhav,78.5,RA Tripathi,77.9
7c7d63a2,AJ Tye,M Morkel,66.9,MJ McClenaghan,63.6,UT Yadav,62.3
7ca5e05d,RS Bopara,CA Pujara,73.1,SS Tiwary,72.9,BJ Hodge,72.2
7d3720ba,RR Bhatkal,S Nadeem,88.4,MM Sharma,86.1,A Nehra,86.0
7d3937ed,DJ Thornely,TG Southee,63.7,S Nadeem,59.5,YS Chahal,55.9
7d415ea5,RT Ponting,PP Chawla,68.2,YS Chahal,67.6,SK Warne,67.6
7d92277a,Mujeeb Ur Rahman,NM Coulter-Nile,80.3,JJ Bumrah,63.6,PWH de Silva,61.7
7daedf2f,KB Arun Karthik,MA Starc,80.3,I Sharma,72.4,AB Dinda,70.9
7dc35884,Shakib Al Hasan,KH Pandya,69.9,LA Pomersbach,68.3,CA Ingram,67.1
7dcb9bc9,M Shahrukh Khan,R Tewatia,88.9,MP Stoinis,88.6,RK Singh,83.1
7eae4418,Misbah-ul-Haq,BCJ Cutting,77.5,CH Morris,77.0,B Lee,74.2
7f048519,DJ Willey,CA Pujara,73.2,AA Jhunjhunwala,54.6,M Kaif,48.4
800d2d97,JM Sharma,WG Jacks,90.5,Abdul Samad,89.0,N Rana,88.4
808f425a,JP Faulkner,K Rabada,76.0,JA Morkel,75.3,M Morkel,69.2
80b2fb19,Prince Yadav,MA Starc,91.4,A Kumble,84.4,RP Singh,84.3
81049310,J Yadav,K Gowtham,83.5,PJ Cummins,79.4,DB Das,74.7
81c08fa3,Umran Malik,B Lee,72.5,Mohammad Nabi,66.2,JJ Bumrah,50.0
81c36ee9,M Jansen,HV Patel,70.9,B Kumar,66.8,Mohammed Shami,66.6
8291f939,AL Menaria,JH Kallis,76.3,DPMD Jayawardene,74.5,SC Ganguly,74.5
83c3e8e3,SH Johnson,RP Singh,84.2,MA Starc,82.3,A Kumble,78.4
844e79d1,D Brevis,LS Livingstone,89.7,N Pooran,86.6,KP Pietersen,84.1
84d9c311,Ashutosh Sharma,N Pooran,91.7,KA Pollard,90.8,YK Pathan,90.1
855a210c,AP Tare,SW Billings,64.8,JD Ryder,62.4,UBT Chand,60.2
85aae393,Iqbal Abdulla,Sandeep Sharma,50.5,Mohammed Siraj,50.0,Y Nagar,48.4
85b3fab2,T Stubbs,Dhruv Jurel,92.0,H Klaasen,89.7,AB de Villiers,89.3
85e0cf10,M Prasidh Krishna,AB Dinda,95.1,A Nehra,92.4,S Nadeem,92.2
85ec8e33,SS Iyer,RR Pant,98.1,SK Raina,93.8,F du Plessis,93.5
864c199e,AC Voges,A Symonds,92.6,Tilak Varma,91.7,JP Duminy,91.0
86dc8f2e,JH Kallis,R Dravid,94.7,SC Ganguly,93.6,MEK Hussey,92.3
871e9faf,Basil Thampi,MA Starc,74.2,A Kumble,67.5,Sandeep Sharma,59.8
872b03f7,A Badoni,RA Jadeja,94.3,SM Curran,92.5,V Shankar,92.0
87e562a9,DJ Bravo,Bipul Sharma,87.4,A Ashish Reddy,84.6,STR Binny,83.4
881a9bdd,S Chanderpaul,SP Goswami,71.4,S Nadeem,69.0,MM Sharma,68.1
888e32bf,Abdur Razzak,S Nadeem,88.0,A Nehra,87.6,MM Sharma,84.7
88fccd6c,SM Pollock,A Manohar,61.7,EJG Morgan,59.9,D Brevis,55.4
890946a0,NV Ojha,Yuvraj Singh,88.5,SR Watson,86.8,CH Gayle,85.7
896d78ad,AD Mathews,SS Tiwary,88.6,MC Henriques,86.0,JP Duminy,82.9
8998a68f,Sumit Kumar,SL Malinga,54.1,Mohammed Siraj,48.1,Mohammad Nabi,45.8
89f64c19,LMP Simmons,DP Conway,93.8,DA Warner,93.1,M Vijay,93.0
8a668774,Shoaib Ahmed,S Nadeem,90.9,A Nehra,89.2,MM Sharma,85.0
8abdf100,CJ Anderson,Azhar Mahmood,85.9,EJG Morgan,80.5,DB Ravi Teja,79.2
8ac93ca2,P Chopra,SA Asnodkar,53.7,MD Mishra,50.4,R Powell,45.6
8b3e9c7c,PP Shaw,YBK Jaiswal,92.0,P Simran Singh,91.1,V Sehwag,90.7
8b5b6769,Harbhajan Singh,DJ Bravo,78.2,Rashid Khan,70.5,IK Pathan,70.5
8b9704ae,L Ablish,S Nadeem,88.0,A Nehra,87.8,MM Sharma,85.4
8ba8195d,V Sehwag,AC Gilchrist,94.9,SA Yadav,91.4,P Simran Singh,91.0
8cf9814c,Mohammed Shami,DS Kulkarni,81.1,MG Johnson,70.6,M Jansen,66.6
8d2c70ad,Kuldeep Yadav,A Kumble,85.7,I Sharma,69.5,RP Singh,67.8
8d92a2c3,MA Wood,JD Unadkat,84.4,K Gowtham,84.2,M Shahrukh Khan,76.7
8db7f47f,RJW Topley,PP Ojha,88.4,RP Singh,88.1,AB Dinda,84.9
8e514b4c,Abdul Samad,JM Sharma,89.0,Ramandeep Singh,78.9,K Gowtham,78.5
8f6dd463,Azmatullah Omarzai,DJ Hooda,58.4,P Negi,58.1,JC Archer,50.8
8fd1a8f5,DW Steyn,TA Boult,78.9,Kuldeep Yadav,65.4,Z Khan,62.1
90de905a,K Gowtham,Ramandeep Singh,87.0,PJ Cummins,86.7,JD Unadkat,84.6
90edaaa9,S Rana,Shakib Al Hasan,77.6,KM Jadhav,73.4,AS Raut,68.3
9170ff49,Parvez Rasool,MA Starc,82.4,A Kumble,71.9,RP Singh,68.4
919a3be2,RR Pant,SS Iyer,98.1,SK Raina,94.3,SV Samson,93.9
91a4a398,Z Khan,R Sharma,75.1,P Kumar,68.2,RJ Harris,68.1
91b9300b,UA Birla,S Nadeem,46.9,M Kaif,46.0,RD Chahar,45.8
91ffa6c6,JD Ryder,AJ Finch,88.1,KK Nair,80.0,AC Gilchrist,79.7
9219eff0,JDS Neesham,M Kaif,78.4,DT Christian,77.8,GH Vihari,75.6
92aeac25,AD Hales,WP Saha,91.1,HH Gibbs,82.5,G Gambhir,78.2
9385de2e,SS Prabhudessai,SK Warne,63.0,VVS Laxman,57.0,AL Menaria,56.1
93a17209,VY Mahesh,AB Dinda,88.2,S Nadeem,85.3,Ravi Bishnoi,84.8
93b4fc78,MK Pandey,V Kohli,90.2,B Sai Sudharsan,90.2,KL Rahul,89.5
9418198b,P Simran Singh,YBK Jaiswal,96.5,JJ Roy,93.0,N Rana,92.6
94253925,GH Vihari,M Kaif,73.5,A Mishra,70.9,RS Bopara,63.7
943fd425,I Malhotra,Bipul Sharma,78.0,KV Sharma,74.6,AB Agarkar,71.1
944533a5,KK Nair,E Lewis,92.0,TM Head,90.6,RR Rossouw,88.9
94bc776b,D Kalyankrishna,S Nadeem,89.5,AB Dinda,87.3,A Nehra,83.7
94d7f855,C de Grandhomme,KM Jadhav,67.8,Harpreet Brar,66.5,TL Suman,65.0
94eac556,CJ McKay,GH Vihari,67.0,M Kaif,46.1,A Manohar,44.3
957532de,S Aravind,DH Yagnik,47.2,UT Yadav,46.8,JJ Bumrah,45.5
95a2ea61,S Anirudha,RN ten Doeschate,78.7,A Ashish Reddy,72.7,Bipul Sharma,68.2
9601c534,SD Lad,SA Asnodkar,59.2,JD Ryder,53.0,AP Tare,51.3
96fd40ae,A Nehra,S Nadeem,91.9,AB Dinda,90.8,MM Sharma,85.5
970ddd24,Suryansh Shedge,PWH de Silva,74.4,RP Singh,72.4,AB Dinda,69.4
983f2f61,Swapnil Singh,Mohammad Nabi,75.2,B Lee,69.7,JO Holder,52.0
9868bc75,BMAJ Mendis,PWH de Silva,57.7,A Manohar,55.0,PK Garg,53.3
989889ff,JP Inglis,RM Patidar,94.7,WG Jacks,94.6,N Rana,94.2
98ae73b1,PP Chawla,SK Warne,87.4,B Kumar,73.9,A Nehra,69.3
9948e262,HE van der Dussen,Ravi Bishnoi,58.5,AB Dinda,54.5,TG Southee,50.0
99b202b3,A Chandila,A Nehra,75.9,MM Sharma,71.3,AB Dinda,69.0
99b75528,JC Buttler,RD Gaikwad,97.8,Shubman Gill,97.0,Ishan Kishan,95.5
99d63244,KM Jadhav,DJ Mitchell,81.6,J Botha,78.5,SS Tiwary,74.6
99ed60f8,JPR Scantlebury-Searles,JD Unadkat,83.1,K Gowtham,80.3,M Shahrukh Khan,80.2
9a0146b3,P Sahu,A Ashish Reddy,85.0,Bipul Sharma,84.2,R Ashwin,77.6
9a158001,Azhar Mahmood,CJ Anderson,85.9,GJ Bailey,84.2,DB Ravi Teja,83.7
9a46c4e5,GD Phillips,MS Gony,67.2,B Lee,64.9,BCJ Cutting,56.4
9a5f2863,Mohit Rathee,RP Singh,88.5,PP Ojha,83.2,AB Dinda,77.5
9a963804,LE Plunkett,S Nadeem,88.7,A Nehra,87.2,AB Dinda,82.1
9ab63e7b,Mohammad Hafeez,RD Chahar,73.3,M Kaif,58.0,CA Pujara,54.0
9b4935c8,CJ Ferguson,M Kaif,70.0,GH Vihari,62.8,AA Jhunjhunwala,57.2
9b6e1b3f,J Fraser-McGurk,SP Narine,89.8,Abhishek Sharma,86.9,N Pooran,86.1
9caf69a1,WG Jacks,RM Patidar,94.4,H Klaasen,92.7,JM Sharma,90.5
9d430b40,SP Narine,J Fraser-McGurk,89.8,KK Nair,87.5,PD Salt,86.9
9d704f6f,SZ Mulani,DL Vettori,74.3,A Kumble,70.6,R Ashwin,69.6
9d80c5e1,S Nadeem,A Nehra,91.9,AB Dinda,90.7,MM Sharma,83.5
9e7225b0,Saurav Chauhan,Ravi Bishnoi,70.6,MJ McClenaghan,66.0,MM Sharma,64.5
9eb1455b,NT Ellis,PWH de Silva,90.8,TG Southee,74.2,SL Malinga,68.4
9f77963a,Gulbadin Naib,DJ Mitchell,76.1,KM Jadhav,69.3,A Raghuvanshi,63.7
9f961c14,Joginder Sharma,MM Sharma,89.9,A Nehra,82.2,S Nadeem,78.2
9fc0ef64,PJ Sangwan,AB Dinda,93.1,PP Ojha,92.6,TG Southee,88.2
9ff100a6,RS Gavaskar,TG Southee,72.7,Ravi Bishnoi,71.1,S Nadeem,70.9
a03bba42,T Shamsi,RP Singh,86.8,PP Ojha,86.5,AB Dinda,82.6
a12e1d51,SL Malinga,Mohammed Siraj,87.4,MG Johnson,75.0,PWH de Silva,69.5
a1d053dd,SS Cottrell,MM Sharma,85.0,S Nadeem,83.9,Ravi Bishnoi,80.0
a1d95bd8,LB Williams,RP Singh,88.7,PP Ojha,83.6,AB Dinda,78.3
a1f1829d,K Goel,SP Goswami,64.1,MS Bisla,62.6,GC Smith,59.8
a24be938,VR Iyer,JM Bairstow,93.5,JJ Roy,93.1,RM Patidar,92.3
a2870fb7,NK Patel,JH Kallis,81.2,TM Dilshan,80.4,KS Williamson,80.4
a2f46292,KK Ahmed,S Nadeem,89.7,A Nehra,88.2,AB Dinda,88.1
a316d663,GC Viljoen,MM Sharma,90.9,A Nehra,89.8,S Nadeem,87.3
a343262c,JE Root,DJ Hooda,50.2,PK Garg,40.2,LR Shukla,39.0
a386e91b,PD Collingwood,A Symonds,92.1,SS Iyer,91.8,RR Pant,91.6
a3b0600d,Aniket Verma,JM Sharma,90.3,Abdul Samad,89.1,MP Stoinis,87.4
a3ecf01f,RS Sodhi,PP Shaw,61.5,DB Das,60.1,SA Asnodkar,57.4
a457cfb5,Mayank Dagar,S Nadeem,87.2,MM Sharma,86.3,A Nehra,82.8
a45a5e8d,AM Nayar,M Manhas,70.0,KH Pandya,67.6,JP Faulkner,65.4
a4cc73aa,SV Samson,AM Rahane,96.2,JC Buttler,95.0,RR Pant,93.9
a4e37e47,S Dube,H Klaasen,96.5,R Parag,95.5,RK Singh,94.5
a757b0d8,KA Pollard,YK Pathan,97.3,N Pooran,96.9,TH David,95.0
a76d10ba,TM Srivastava,RP Singh,86.0,PP Ojha,80.6,YS Chahal,76.9
a7c226e1,FH Edwards,A Nehra,77.8,S Nadeem,73.9,AB Dinda,72.7
a818c1be,TA Boult,DW Steyn,78.9,RP Singh,66.6,Kuldeep Yadav,64.6
a84468fe,DJ Jacobs,Rahmanullah Gurbaz,56.9,RN ten Doeschate,43.5,MD Mishra,43.5
a90e53ec,MW Short,RR Rossouw,86.0,N Rana,85.7,KK Nair,84.4
a97c8ec2,PWH de Silva,TG Southee,80.1,B Kumar,77.5,SL Malinga,69.5
a9da7784,KJ Abbott,JC Archer,61.1,Ramandeep Singh,59.1,P Negi,53.7
a9fd84fb,M Markande,KV Sharma,59.7,NM Coulter-Nile,56.2,DJ Bravo,55.6
aa5d8c9e,A Tomar,RD Chahar,72.5,S Nadeem,62.5,Ravi Bishnoi,56.9
aa8d28ae,D Wiese,K Gowtham,80.9,JD Unadkat,79.6,Ramandeep Singh,74.2
aaa1b522,TL Suman,M Vijay,79.9,SA Asnodkar,73.7,GC Smith,72.6
aad0c365,Nithish Kumar Reddy,AK Markram,80.9,DJ Hussey,80.5,LA Pomersbach,79.0
ab89348d,MF Maharoof,A Ashish Reddy,84.1,JA Morkel,81.1,DJG Sammy,78.9
abb83e27,JM Bairstow,JJ Roy,95.0,YBK Jaiswal,94.2,CA Lynn,93.6
abfeb126,M Kartik,DL Vettori,94.4,A Kumble,68.6,MA Starc,67.4
ac5ae4af,I Udana,NM Coulter-Nile,54.3,RD Chahar,52.4,MJ McClenaghan,50.4
acc1aeda,SP Jackson,MA Starc,76.1,RP Singh,62.9,DL Vettori,62.5
acd4f5dc,DP Vijaykumar,DL Vettori,73.7,A Kumble,71.2,MA Starc,71.0
acdc62f5,A Nortje,R Sharma,84.2,DW Steyn,81.0,Z Khan,77.8
acee4cc4,Imran Tahir,B Lee,66.5,JJ Bumrah,57.2,Mohammad Nabi,46.9
ad3b6e95,Abishek Porel,R Parag,89.7,WG Jacks,87.7,N Rana,86.9
ad427b5c,Lalit Yadav,UBT Chand,71.1,Y Venugopal Rao,63.2,Gurkeerat Singh,61.1
ad9c32a2,DJ Malan,RS Bopara,90.7,SS Tiwary,66.3,Y Venugopal Rao,65.2
ada15e88,PSP Handscomb,YS Chahal,64.4,GH Vihari,63.6,S Nadeem,62.8
addbde6c,N Saini,SP Goswami,81.5,CA Ingram,66.7,K Goel,66.6
addfb70e,SW Tait,NM Coulter-Nile,65.4,R Ravindra,64.1,M Vohra,63.4
ae091d39,SA Asnodkar,PA Patel,81.6,PP Shaw,80.5,N Rana,79.1
ae78bc32,MS Gony,CH Morris,58.1,HV Patel,52.8,BCJ Cutting,45.5
aedc3b7c,NS Naik,SP Goswami,84.8,MM Sharma,82.2,SK Warne,81.2
af2c687b,C Munro,S Sohal,81.0,E Lewis,79.0,SP Narine,77.5
af7dadf7,B Akhil,Harbhajan Singh,74.0,K Gowtham,68.7,B Lee,65.9
afa7e784,MS Wade,CA Ingram,68.6,SA Asnodkar,67.4,TL Suman,64.0
afe3355a,AR Bawne,AS Raut,58.0,DS Kulkarni,56.4,Bipul Sharma,51.2
b0482a1d,Tilak Varma,SM Curran,93.1,SK Raina,92.7,SV Samson,92.4
b0946605,AS Joseph,MA Starc,80.7,I Sharma,80.3,A Kumble,68.2
b0c772ee,BJ Haddin,PP Shaw,76.9,YBK Jaiswal,71.9,RG Sharma,70.8
b0f2baf4,Sanvir Singh,MJ McClenaghan,71.0,TG Southee,67.0,Ravi Bishnoi,66.5
b1451597,LR Shukla,Abdul Samad,76.6,CA Ingram,73.6,JM Sharma,73.4
b17e2f24,KL Rahul,Shubman Gill,96.0,V Kohli,95.7,SE Marsh,95.6
b2570b38,RV Gomez,SL Malinga,69.9,PWH de Silva,69.5,MG Johnson,64.0
b274dbbd,ER Dwivedi,B Lee,67.7,JA Morkel,66.0,Naman Dhir,66.0
b2a79f17,B Laughlin,S Nadeem,92.7,MM Sharma,92.2,A Nehra,87.8
b2ae53f5,T Thushara,PP Ojha,87.3,Sandeep Sharma,80.0,RP Singh,79.7
b2b23612,RG More,DL Vettori,74.7,A Kumble,69.9,R Ashwin,69.3
b2b4f545,A Mhatre,Abhishek Sharma,96.3,PD Salt,95.0,TM Head,93.9
b2b50355,L Balaji,Ravi Bishnoi,89.2,I Sharma,86.9,PP Ojha,84.9
b410bd3d,S Lamichhane,S Nadeem,88.3,A Nehra,86.8,MM Sharma,86.8
b4b99816,Shubman Gill,B Sai Sudharsan,97.7,V Kohli,97.5,JC Buttler,97.0
b4f5c2d9,KL Nagarkoti,AB Dinda,91.6,PP Ojha,87.8,TG Southee,87.5
b52ffbbd,FA Allen,MM Sharma,73.7,SP Goswami,70.4,Ravi Bishnoi,68.8
b552a935,AC Thomas,MM Sharma,79.2,S Nadeem,76.1,A Nehra,73.3
b56dc5f7,BE Hendricks,S Nadeem,89.9,A Nehra,88.8,AB Dinda,83.1
b5797845,Priyansh Arya,Abhishek Sharma,95.1,TM Head,91.1,PD Salt,90.0
b57f8a9a,BJ Hodge,JP Duminy,94.9,KL Rahul,92.6,A Symonds,88.3
b5da6c24,PA Patel,WP Saha,91.7,G Gambhir,91.6,R Dravid,90.7
b61a3e1a,LRPL Taylor,MP Stoinis,86.3,YK Pathan,85.7,RK Singh,85.5
b63ab531,LA Pomersbach,MK Tiwary,84.3,AD Mathews,82.2,F du Plessis,81.6
b63e358a,RK Bhui,MM Sharma,94.1,S Nadeem,87.8,A Nehra,84.7
b681e71e,GJ Maxwell,RR Rossouw,91.3,AD Russell,85.0,V Sehwag,82.9
b69e69ed,AA Noffke,DJ Hooda,59.6,PK Garg,52.5,LR Shukla,36.5
b720a5d6,DB Ravi Teja,Gurkeerat Singh,84.5,GJ Bailey,84.1,Azhar Mahmood,83.7
b8527c3d,Rasikh Salam,S Gopal,41.1,UT Yadav,34.8,Z Khan,33.7
b8a55852,BB McCullum,YBK Jaiswal,96.8,ML Hayden,96.2,DR Smith,93.3
b8d490fd,AJ Finch,RV Uthappa,90.1,RG Sharma,88.1,JD Ryder,88.1
b970a03f,M Klinger,CA Pujara,79.7,MS Bisla,75.5,AL Menaria,74.5
b9be6507,AS Yadav,MJ McClenaghan,52.6,SP Goswami,40.7,NM Coulter-Nile,40.1
ba5e1069,R Ravindra,M Vohra,88.5,Q de Kock,79.0,V Sehwag,78.9
ba607b88,V Kohli,B Sai Sudharsan,98.5,Shubman Gill,97.5,SE Marsh,96.5
ba6b2f91,RA Bawa,DS Kulkarni,78.1,R Ashwin,69.4,Sandeep Sharma,62.6
bae11797,Y Gnaneswara Rao,SR Tendulkar,69.8,DPMD Jayawardene,69.5,WP Saha,67.4
bafd0398,R Minz,TG Southee,81.5,S Nadeem,80.7,AB Dinda,78.8
bb18be76,SK Warne,PP Chawla,87.4,A Mishra,69.2,DT Christian,68.4
bb345e0b,G Gambhir,S Dhawan,96.6,SR Tendulkar,94.9,Shubman Gill,93.6
bb351c23,MM Ali,Dhruv Jurel,86.2,RR Pant,86.1,AT Rayudu,85.8
bb965e9a,PK Garg,KH Pandya,59.4,SN Khan,59.1,KM Jadhav,58.5
bbd41817,AD Russell,Naman Dhir,94.5,Abhishek Sharma,92.1,RR Rossouw,89.8
bcce309e,WPUJC Vaas,MA Starc,86.9,RP Singh,75.8,UT Yadav,73.3
bcf325d2,Dhruv Jurel,H Klaasen,93.1,T Stubbs,92.0,A Badoni,91.7
bd17b45f,STR Binny,KD Karthik,87.1,YK Pathan,86.2,KA Pollard,85.8
bd54eef5,N Jagadeesan,SP Goswami,74.9,K Goel,71.7,Mandeep Singh,66.0
bd77eb62,A Symonds,SK Raina,94.2,CL White,93.6,KL Rahul,92.2
bdadf7da,JL Denly,S Nadeem,88.1,A Nehra,87.5,MM Sharma,85.5
be24ead0,Ramandeep Singh,K Gowtham,87.0,PJ Cummins,84.0,Abdul Samad,78.9
be869ccf,GHS Garton,S Nadeem,87.7,A Nehra,86.4,AB Dinda,81.4
bff458c6,AA Bilakhia,GH Vihari,76.3,A Mishra,75.9,DL Vettori,73.8
c03c6200,DJG Sammy,RN ten Doeschate,83.3,MP Stoinis,83.1,RK Singh,82.1
c03e2850,M Vohra,R Ravindra,88.5,Q de Kock,83.6,MM Ali,77.2
c03f1114,KD Karthik,KA Pollard,93.7,HH Pandya,93.7,YK Pathan,93.3
c05edf8e,Harpreet Brar,R Vinay Kumar,83.0,JD Unadkat,77.5,R Dhawan,77.0
c0c411cb,Naveen-ul-Haq,SL Malinga,70.8,PWH de Silva,65.2,Sandeep Sharma,62.6
c15e2193,FY Fazal,Shakib Al Hasan,62.1,SS Tiwary,61.5,GH Vihari,61.0
c16d4035,SW Billings,MA Agarwal,84.5,DPMD Jayawardene,80.4,AJ Finch,78.2
c18496e1,Bipul Sharma,DJ Bravo,87.4,A Ashish Reddy,85.8,KV Sharma,79.7
c24a2c5d,S Tyagi,MA Starc,86.9,A Kumble,84.2,RP Singh,82.4
c27b5a0e,PVSN Raju,DL Vettori,74.3,A Kumble,70.3,R Ashwin,70.1
c2dd89ea,BR Sharath,TG Southee,79.9,AB Dinda,76.1,PWH de Silva,74.1
c33d8116,Mohsin Khan,NM Coulter-Nile,63.3,R Ashwin,62.5,RJ Harris,51.6
c38d3503,Shivam Mavi,MM Sharma,91.9,A Nehra,83.1,S Nadeem,81.1
c3a96caf,Mandeep Singh,JH Kallis,60.6,SC Ganguly,59.9,AL Menaria,58.9
c3d1402f,RP Singh,PP Ojha,94.3,AB Dinda,82.7,MA Starc,82.4
c3d35165,JA Morkel,A Ashish Reddy,92.4,TH David,85.9,RK Singh,84.6
c404f58a,DP Nannes,S Nadeem,85.0,Ravi Bishnoi,81.4,AB Dinda,81.3
c42aaf71,M Manhas,CA Ingram,79.4,KH Pandya,73.8,AM Nayar,70.0
c4487b84,AB de Villiers,SA Yadav,93.3,YK Pathan,92.5,CH Gayle,91.6
c5aef772,R Shepherd,Harbhajan Singh,73.0,K Gowtham,72.1,STR Binny,70.7
c64c2443,J Syed Mohammad,AB Agarkar,70.8,Bipul Sharma,66.2,R Dhawan,66.0
c654af19,R McLaren,UBT Chand,80.9,Shahbaz Ahmed,71.2,Gurkeerat Singh,68.1
c69a7b5c,AS Raut,Bipul Sharma,70.5,KM Jadhav,64.4,C Green,62.8
c740ea83,RM Patidar,H Klaasen,96.3,WG Jacks,94.4,S Dube,93.4
c7a995d3,R Sai Kishore,MA Starc,82.2,RP Singh,81.0,A Kumble,73.2
c8179c68,SB Jakati,JJ Bumrah,63.6,Sandeep Sharma,60.5,DS Kulkarni,46.4
c8f5f961,Anuj Rawat,CJ Anderson,75.2,GJ Bailey,73.2,DJ Bravo,69.5
c96f6ac5,PWA Mulder,Shakib Al Hasan,50.1,NM Coulter-Nile,40.6,B Chipli,39.2
c995d726,CA Ingram,M Manhas,79.4,LR Shukla,73.6,SN Khan,69.4
cad00a4d,RR Rossouw,GJ Maxwell,91.3,N Rana,90.4,TM Head,90.3
caf69bf7,DR Sams,MJ McClenaghan,56.6,MS Gony,52.9,K Gowtham,48.2
cbf58a86,SK Rasheed,M Kaif,64.3,CA Pujara,63.1,Y Nagar,60.0
cc1e8c68,UT Yadav,Sandeep Sharma,74.5,PP Chawla,62.1,MA Starc,60.5
cc777ffa,Abdul Basith,DL Vettori,74.9,MA Starc,74.7,A Kumble,67.3
cca50cd6,LJ Wright,KA Pollard,86.8,Abhishek Sharma,85.5,AD Russell,85.4
cd8d2859,DG Nalkande,PWH de Silva,70.9,TG Southee,64.9,R Sharma,59.4
ce4cc4d5,R Ninan,PP Ojha,90.5,AB Dinda,89.3,RP Singh,89.2
ce794613,T Natarajan,A Nehra,93.4,S Nadeem,90.9,AB Dinda,89.6
ce820073,Sandeep Sharma,UT Yadav,74.5,MG Johnson,68.9,B Kumar,64.9
cf59b3f0,Urvil Patel,TH David,84.6,PJ Cummins,83.7,ST Jayasuriya,81.5
cf73ad76,JEC Franklin,GJ Bailey,88.7,Y Venugopal Rao,87.9,S Badrinath,86.8
cfa4bd2b,Y Prithvi Raj,S Nadeem,88.1,A Nehra,87.0,MM Sharma,84.6
cfad138c,CK Kapugedera,TG Southee,82.2,S Nadeem,81.5,AB Dinda,80.9
d014d5ac,SE Rutherford,R Parag,84.6,S Dube,83.6,Abishek Porel,81.9
d027ba9f,KS Williamson,M Vijay,90.1,MEK Hussey,90.0,S Badrinath,89.4
d0513f63,CL White,A Symonds,93.6,KC Sangakkara,90.7,AB de Villiers,89.9
d18f9182,DPMD Jayawardene,SE Marsh,95.0,SK Raina,92.9,R Dravid,92.6
d1a60072,N Wadhera,R Parag,92.6,Dhruv Jurel,90.4,H Klaasen,89.3
d1c36f5c,JJ Roy,YBK Jaiswal,95.4,JM Bairstow,95.0,VR Iyer,93.1
d1c94b25,CK Langeveldt,RD Chahar,68.2,R Sharma,65.2,TG Southee,63.0
d2a6c0e6,EJG Morgan,GJ Bailey,84.5,Yuvraj Singh,81.0,CJ Anderson,80.5
d2a989fc,DS Kulkarni,Mohammed Shami,81.1,R Ashwin,74.3,HV Patel,67.9
d2c2b2d5,SR Tendulkar,SE Marsh,97.4,S Dhawan,96.4,M Vijay,95.1
d2d4bb0a,TR Birt,RN ten Doeschate,83.4,B Lee,78.7,DJG Sammy,75.8
