bowler_id,bowler,country,matches,total_overs,total_wickets,career_economy,career_sr_bowl,phase_group,score_accuracy,score_control,score_threat,overall_score,overall_grade,grade_accuracy,grade_control,grade_threat,archetype,avg_wicket_quality_mean,bowled_lbw_pct,peak_composite_bowling,peak_window_composite,flat_track_index_bowl,war_bowling,war_bowling_rate,clutch_index_bowl,pressure_spells,avg_dominance_bowl,pct_dominant_bowl,bowl_first_index,bowl_second_index,condition_dependence_index_bowl,condition_dependence_tag_bowl,condition_spread_bowl,is_provisional_bowl
8ba8195d,V Sehwag,Delhi Daredevils,15,22.67,6,10.41,22.67,middle_heavy,23.6,14.4,38.0,25.3,C,C,D,C+,Utility Player,0.32,0.33,-0.98,-0.83,-0.29,0.39,0.03,,3,0.04,0.6,0.96,-0.96,-0.53,Flat-Track Leaker,-0.86,True
78eb4223,KAJ Roach,Deccan Chargers,2,8.0,0,10.0,999.0,pp_heavy,23.5,21.7,7.6,17.6,C,C,C,D,Utility Player,0.0,0.0,,,,0.0,,,0,0.72,0.33,,,,,,True
d4eef961,M de Lange,Kolkata Knight Riders,5,18.0,6,9.5,18.0,pp_heavy,23.5,11.0,28.5,21.0,C,C,D,C,Utility Player,0.75,0.33,,,,0.17,,,2,-0.22,0.56,,,,,,True
e62dd25d,K Rabada,Delhi Capitals,84,318.5,128,8.84,14.93,pp_heavy,23.2,35.4,64.4,41.0,C+,C,C+,B+,Utility Player,0.96,0.15,0.42,0.33,-0.17,1.09,0.01,-0.34,10,-0.88,0.77,-0.19,0.19,0.04,Conditions-Proof,0.03,False
d718440b,V Pratap Singh,Deccan Chargers,9,34.0,12,8.82,17.0,pp_heavy,23.1,13.0,33.4,23.2,C,C,D,C+,Utility Player,1.15,0.17,,,-0.22,0.3,,,3,-0.46,0.64,,,,,,False
14f96089,A Zampa,Rajasthan Royals,22,77.83,32,8.43,14.59,middle_heavy,23.0,43.2,72.1,46.1,B,C,C+,B+,Utility Player,0.98,0.16,0.57,1.04,-0.09,0.97,0.04,,3,-0.75,0.7,0.33,-0.33,0.07,Conditions-Proof,0.12,False
12314277,Arshad Khan (2),Lucknow Super Giants,1,2.0,0,12.5,999.0,middle_heavy,22.9,24.1,26.9,24.6,C,C,C,C,Utility Player,0.0,0.0,,,,0.0,,,0,0.23,0.46,,,,,,True
2503e881,A Nel,Mumbai Indians,1,3.0,1,10.33,18.0,pp_heavy,22.8,28.8,29.7,27.1,C,C,C,C,Utility Player,1.5,0.0,,,,0.05,,,1,-0.63,1.0,,,,,,True
5b16a806,A Dananjaya,Mumbai Indians,1,4.0,0,11.75,999.0,middle_heavy,22.6,25.6,20.8,23.0,C,C,C,C,Utility Player,0.0,0.0,,,,0.0,,,0,1.22,0.0,,,,,,True
8a668774,Shoaib Ahmed,Deccan Chargers,7,17.0,5,9.06,20.4,middle_heavy,22.6,13.9,46.0,27.5,C,C,D,B,Utility Player,0.61,0.4,,,,0.37,,,0,-0.71,0.71,,,,,,True
edb3d4f8,KC Cariappa,Kings XI Punjab,11,36.0,8,9.69,27.0,middle_heavy,22.5,15.1,26.7,21.4,C,C,C,C,Utility Player,0.69,0.25,-0.22,-0.12,0.34,0.24,0.02,,0,0.13,0.43,0.18,-0.18,-0.5,Flat-Track Leaker,-0.63,False
50c6bc2b,LS Livingstone,Punjab Kings,27,52.0,13,9.06,24.0,middle_heavy,22.5,45.2,20.6,29.4,C,C,B,C,Utility Player,0.36,0.15,-0.48,-0.32,-0.01,0.56,0.02,,1,-0.17,0.5,0.28,-0.28,0.04,Conditions-Proof,0.05,False
c27b5a0e,PVSN Raju,Mumbai Indians,2,4.0,2,13.5,12.0,death_heavy,22.3,25.1,30.1,25.8,C,C,C,C+,Utility Player,0.38,0.0,,,,0.2,,,0,1.87,0.0,,,,,,True
c3a96caf,Mandeep Singh,Kings XI Punjab,2,2.0,0,13.0,999.0,middle_heavy,22.2,17.8,7.6,15.9,C,C,C,D,Utility Player,0.0,0.0,,,,0.0,,,0,,,,,,,,True
465aa633,N Burger,Rajasthan Royals,5,17.0,7,8.94,14.57,pp_heavy,22.0,30.6,55.7,36.1,C+,C,C+,B,Utility Player,1.27,0.29,,,,0.57,,,1,-0.32,0.83,,,,,,True
2e78f685,KR Sen,Rajasthan Royals,12,40.17,14,9.86,17.21,middle_heavy,21.9,10.6,65.5,32.7,C+,C,D,B+,Utility Player,0.8,0.36,-0.14,-0.26,-0.19,0.6,0.05,,1,0.1,0.47,,,-0.44,Flat-Track Leaker,-0.27,False
89f64c19,LMP Simmons,Mumbai Indians,1,3.0,1,11.33,18.0,middle_heavy,21.8,20.4,31.9,24.7,C,C,C,C+,Utility Player,1.5,1.0,,,,0.08,,,1,0.46,0.0,,,,,,True
cf73ad76,JEC Franklin,Mumbai Indians,15,25.17,9,8.94,16.78,middle_heavy,21.6,17.6,40.7,26.6,C,C,C,C+,Utility Player,0.58,0.11,-0.77,-1.05,-0.11,0.43,0.03,,2,0.09,0.4,,,0.37,Tough-Track Enforcer,0.32,True
9d704f6f,SZ Mulani,Mumbai Indians,2,5.0,0,11.4,999.0,middle_heavy,21.0,17.4,10.4,16.3,C,C,C,D,Utility Player,0.0,0.0,,,,0.0,,,0,0.81,0.33,,,,,,True
8b9704ae,L Ablish,Kings XI Punjab,3,7.0,5,10.86,8.4,middle_heavy,20.9,13.1,62.3,32.1,C+,C,D,B+,Utility Player,0.49,0.4,,,,0.53,,,0,0.56,0.0,,,,,,True
67af6f81,RW Price,Mumbai Indians,1,3.0,0,11.0,999.0,middle_heavy,20.8,26.8,16.3,21.3,C,C,C,C,Utility Player,0.0,0.0,,,,0.0,,,0,0.91,0.0,,,,,,True
ae78bc32,MS Gony,Chennai Super Kings,44,148.0,39,8.9,22.77,pp_heavy,20.6,15.4,23.5,19.8,C,C,C,C,Utility Player,0.85,0.33,-0.2,0.37,-0.06,0.55,0.01,-0.16,6,-0.51,0.74,0.14,-0.14,-0.16,Flat-Track Leaker,-0.12,False
b52ffbbd,FA Allen,Punjab Kings,4,15.0,2,9.07,45.0,middle_heavy,20.5,32.7,19.0,24.1,C,C,C+,C,Utility Player,0.75,0.5,,,,0.1,,,1,0.3,0.29,,,,,,True
5ffc0565,V Nigam,Delhi Capitals,13,39.0,12,9.26,19.5,middle_heavy,20.4,24.6,60.6,35.2,C+,C,C,B+,Utility Player,0.73,0.25,0.15,-0.2,-0.03,0.64,0.05,,0,0.07,0.4,-0.04,0.04,0.0,Conditions-Proof,,False
970ddd24,Suryansh Shedge,Punjab Kings,1,3.0,0,13.33,999.0,middle_heavy,20.4,20.7,13.8,18.3,C,C,C,D,Utility Player,0.0,0.0,,,,0.0,,,0,0.68,0.5,,,,,,True
eade4650,DJ Mitchell,Rajasthan Royals,4,8.0,1,12.12,48.0,middle_heavy,20.4,16.7,6.9,14.7,D,C,C,D,Utility Player,0.3,0.0,,,,0.0,,,0,1.18,0.0,,,,,,True
3ae3f034,AUK Pathan,Royal Challengers Bangalore,3,6.5,0,9.69,999.0,middle_heavy,19.6,24.1,6.2,16.6,C,C,C,D,Utility Player,0.0,0.0,,,,0.01,,,1,-0.08,0.67,,,,,,True
33ffc3dd,R Sanjay Yadav,Mumbai Indians,1,2.0,0,11.5,999.0,pp_heavy,19.5,18.0,20.4,19.3,C,C,C,C,Utility Player,0.0,0.0,,,,0.0,,,0,0.09,0.0,,,,,,True
dbe50b21,HH Pandya,Mumbai Indians,107,271.33,84,9.36,19.38,middle_heavy,19.2,18.6,76.3,38.0,C+,C,C,A,Utility Player,0.61,0.1,-0.05,0.22,-0.08,0.95,0.01,-0.15,8,-0.34,0.62,0.02,-0.02,0.06,Conditions-Proof,0.14,False
6c19c6e5,YBK Jaiswal,Rajasthan Royals,1,0.17,0,36.0,999.0,death_heavy,19.1,12.3,19.2,16.9,C,C,D,C,Utility Player,0.0,0.0,,,,0.0,,,1,,,,,,,,True
ce4cc4d5,R Ninan,Royal Challengers Bangalore,2,6.0,3,10.83,12.0,middle_heavy,19.0,27.9,45.3,30.7,C+,C,C,B,Utility Player,1.48,0.0,,,,0.32,,,0,0.67,0.0,,,,,,True
b1ad996b,MP Yadav,Lucknow Super Giants,6,20.17,10,9.32,12.1,middle_heavy,18.8,26.4,73.0,39.4,C+,C,C,B+,Utility Player,0.77,0.3,,,0.13,0.83,,,0,-0.74,0.56,,,,,,True
27af6414,BJ Rohrer,Delhi Daredevils,1,1.0,0,12.0,999.0,middle_heavy,18.8,23.2,17.1,19.7,C,C,C,C,Utility Player,0.0,0.0,,,,0.0,,,0,,,,,,,,True
5bb1a1c4,I Sharma,Delhi Capitals,117,403.17,100,8.59,24.19,pp_heavy,18.7,10.3,34.4,21.1,C,C,D,C+,Utility Player,0.74,0.27,0.09,0.39,-0.06,0.67,0.01,0.04,21,-0.58,0.75,-0.07,0.07,-0.02,Conditions-Proof,-0.0,False
1be70c88,LPC Silva,Deccan Chargers,1,1.0,0,21.0,999.0,death_heavy,18.5,28.3,22.6,23.1,C,C,C,C,Utility Player,0.0,0.0,,,,0.0,,,1,,,,,,,,True
8998a68f,Sumit Kumar,Delhi Capitals,2,3.33,0,11.4,999.0,middle_heavy,18.5,33.6,11.9,21.3,C,C,C+,D,Utility Player,0.0,0.0,,,,0.08,,,1,1.01,0.0,,,,,,True
b4f5c2d9,KL Nagarkoti,Kolkata Knight Riders,11,30.0,5,9.57,36.0,middle_heavy,18.4,25.3,5.7,16.5,C,C,C,D,Utility Player,0.41,0.0,-0.34,-0.37,-0.42,0.14,0.01,,1,0.11,0.38,-0.4,0.4,-0.1,Conditions-Proof,-0.17,False
d027ba9f,KS Williamson,Sunrisers Hyderabad,2,3.0,0,10.33,999.0,middle_heavy,18.2,34.7,9.1,20.7,C,C,C+,D,Utility Player,0.0,0.0,,,,0.1,,,0,1.03,0.0,,,,,,True
441c72ae,P Ray Barman,Royal Challengers Bangalore,1,4.0,0,14.0,999.0,middle_heavy,18.2,19.7,15.9,17.9,C,C,C,C,Utility Player,0.0,0.0,,,,0.0,,,0,1.31,0.0,,,,,,True
6a26221c,AK Markram,Sunrisers Hyderabad,19,31.17,6,8.82,31.17,middle_heavy,18.1,57.2,21.6,32.3,C+,C,B,C,Utility Player,0.37,0.33,-0.0,-0.05,-0.09,0.58,0.03,-0.05,5,0.05,0.5,-0.37,0.37,-0.03,Conditions-Proof,-0.03,False
aa8d28ae,D Wiese,Royal Challengers Bangalore,15,49.33,17,9.06,17.41,middle_heavy,18.0,13.6,39.4,23.7,C,C,D,C+,Utility Player,0.74,0.12,0.39,0.33,-0.32,0.35,0.02,,1,-0.12,0.61,0.23,-0.23,0.18,Conditions-Proof,0.05,False
a2f46292,KK Ahmed,Delhi Capitals,71,259.33,94,9.15,16.55,pp_heavy,18.0,46.2,74.7,46.3,B,C,B,B+,Utility Player,0.89,0.11,0.35,0.2,0.04,1.19,0.02,-0.07,6,-0.48,0.66,0.03,-0.03,-0.03,Conditions-Proof,0.05,False
21ac077a,RR Bose,Kings XI Punjab,1,2.0,0,12.0,999.0,pp_heavy,18.0,16.9,15.6,16.8,C,C,C,C,Utility Player,0.0,0.0,,,,0.0,,,0,0.91,0.0,,,,,,True
1ee08e9a,JA Richardson,Punjab Kings,4,15.0,3,10.8,30.0,middle_heavy,17.9,26.4,38.6,27.6,C,C,C,C+,Utility Player,0.64,0.67,,,,0.27,,,1,0.23,0.67,,,,,,True
0a3d54b9,VR Aaron,Royal Challengers Bangalore,50,165.67,46,9.22,21.61,middle_heavy,17.9,7.9,51.0,25.6,C,C,D,B,Utility Player,0.7,0.15,-0.14,0.85,0.01,0.57,0.01,-0.28,7,-0.49,0.68,0.25,-0.25,-0.11,Conditions-Proof,-0.05,False
c33d8116,Mohsin Khan,Lucknow Super Giants,23,81.0,27,8.62,18.0,pp_heavy,17.8,41.5,38.7,32.7,C+,C,C+,C+,Utility Player,0.94,0.11,0.57,1.06,-0.15,0.7,0.03,,0,-0.56,0.75,-0.39,0.39,0.05,Conditions-Proof,0.1,False
cedc1d9a,P Suyal,Mumbai Indians,5,16.0,2,9.62,48.0,pp_heavy,17.8,12.4,4.6,11.6,D,C,D,D,Utility Player,0.5,0.0,,,,0.02,,,1,-0.08,0.6,,,,,,True
350bb1b1,AF Milne,Royal Challengers Bangalore,10,34.5,9,9.83,23.0,pp_heavy,17.7,18.2,18.4,18.1,C,C,C,C,Utility Player,0.58,0.11,-0.32,-0.59,0.35,0.23,0.02,,1,-0.05,0.58,,,0.06,Conditions-Proof,0.12,False
756389bd,S Vidyut,Chennai Super Kings,1,2.0,1,11.0,12.0,middle_heavy,17.6,20.1,36.9,24.9,C,C,C,C+,Utility Player,1.5,0.0,,,,0.17,,,1,,,,,,,,True
94bc776b,D Kalyankrishna,Deccan Chargers,3,8.0,2,11.0,24.0,middle_heavy,17.6,25.0,23.1,21.9,C,C,C,C,Utility Player,0.93,0.0,,,,0.04,,,0,0.62,0.25,,,,,,True
7c390b03,RA Shaikh,Mumbai Indians,1,1.0,0,11.0,999.0,pp_heavy,17.5,27.2,12.5,19.1,C,C,C,D,Utility Player,0.0,0.0,,,,0.0,,,0,,,,,,,,True
4353bba5,YA Abdulla,Kings XI Punjab,11,34.83,15,8.93,13.93,pp_heavy,17.1,14.5,65.9,32.5,C+,C,D,B+,Utility Player,0.67,0.33,-0.06,-0.4,-0.06,0.63,0.06,-0.24,5,-0.25,0.59,0.23,-0.23,-0.49,Flat-Track Leaker,-0.36,False
cfa4bd2b,Y Prithvi Raj,Kolkata Knight Riders,2,5.0,1,11.4,30.0,middle_heavy,16.9,11.3,34.5,20.9,C,C,D,C+,Utility Player,0.75,1.0,,,,0.14,,,0,0.39,0.33,,,,,,True
3b53243a,XC Bartlett,Punjab Kings,4,10.0,2,9.6,30.0,pp_heavy,16.8,18.9,16.7,17.5,C,C,C,C,Utility Player,0.68,0.0,,,,0.0,,,1,0.41,0.43,,,,,,True
52294a79,H Sharma,Royal Challengers Bangalore,2,5.0,0,12.4,999.0,middle_heavy,16.7,19.0,6.9,14.2,D,C,C,D,Utility Player,0.0,0.0,,,,0.0,,,0,0.95,0.33,,,,,,True
cd8d2859,DG Nalkande,Gujarat Titans,6,14.0,6,10.71,14.0,middle_heavy,16.4,24.7,46.9,29.3,C,C,C,B,Utility Player,0.72,0.0,,,0.53,0.38,,,1,0.01,0.71,,,,,,True
36619795,Zeeshan Ansari,Sunrisers Hyderabad,10,33.83,8,9.87,25.38,middle_heavy,16.1,44.1,32.0,30.7,C+,C,C+,C+,Utility Player,0.66,0.12,0.22,0.13,0.25,0.44,0.04,,0,0.31,0.26,,,0.68,Tough-Track Enforcer,0.43,False
2e11c706,BCJ Cutting,Mumbai Indians,17,46.83,12,9.18,23.42,middle_heavy,15.8,30.5,26.2,24.2,C,C,C+,C,Utility Player,0.57,0.25,-0.32,0.33,0.11,0.38,0.02,,3,-0.11,0.45,-0.2,0.2,-0.07,Conditions-Proof,-0.06,False
378daa89,Aman Hakim Khan,Kolkata Knight Riders,1,1.0,0,13.0,999.0,middle_heavy,15.8,22.6,17.5,18.6,C,C,C,C,Utility Player,0.0,0.0,,,,0.0,,,0,,,,,,,,True
0264c10e,D Salunkhe,Rajasthan Royals,5,7.83,1,10.21,47.0,middle_heavy,15.4,27.3,10.0,17.6,C,C,C,D,Utility Player,0.24,0.0,,,,0.06,,,1,0.48,0.5,,,,,,True
888e32bf,Abdur Razzak,Royal Challengers Bangalore,1,2.0,0,14.5,999.0,middle_heavy,15.3,13.1,21.6,16.7,C,C,D,C,Utility Player,0.0,0.0,,,,0.0,,,0,2.13,0.0,,,,,,True
e86754b2,TK Curran,Rajasthan Royals,13,39.67,13,10.89,18.31,middle_heavy,15.1,9.5,25.2,16.6,C,C,D,C,Utility Player,0.75,0.08,-0.83,-0.73,0.08,0.19,0.01,,3,0.48,0.32,1.04,-1.04,-0.23,Flat-Track Leaker,-0.48,False
ade90de7,S Midhun,Rajasthan Royals,1,2.0,0,14.5,999.0,middle_heavy,15.1,14.8,18.0,16.0,C,C,D,C,Utility Player,0.0,0.0,,,,0.0,,,1,,,,,,,,True
97290faf,S Joseph,Lucknow Super Giants,1,4.0,0,12.75,999.0,pp_heavy,15.0,11.5,15.0,13.8,D,C,D,C,Utility Player,0.0,0.0,,,,0.0,,,0,-0.37,0.5,,,,,,True
6ad3a659,P Amarnath,Chennai Super Kings,6,22.0,7,10.95,18.86,middle_heavy,15.0,12.1,35.3,20.8,C,C,D,C+,Utility Player,1.05,0.14,,,0.36,0.2,,,0,0.34,0.42,,,,,,True
cfad138c,CK Kapugedera,Chennai Super Kings,3,2.83,0,17.29,999.0,middle_heavy,15.0,2.9,0.5,6.1,D,C,D,D,Utility Player,0.0,0.0,,,,0.0,,,0,,,,,,,,True
650d5e49,R Powell,Delhi Capitals,2,3.0,1,11.67,18.0,middle_heavy,14.7,16.2,36.4,22.4,C,D,C,C+,Utility Player,0.6,1.0,,,,0.16,,,0,0.34,0.0,,,,,,True
6ef60d3a,Kamran Khan,Rajasthan Royals,9,27.67,14,8.96,11.86,pp_heavy,14.2,19.0,70.0,34.4,C+,D,C,B+,Utility Player,0.73,0.29,0.02,0.32,-0.05,0.71,,,2,-0.66,0.5,,,0.16,Tough-Track Enforcer,0.07,True
b0946605,AS Joseph,Gujarat Titans,22,72.33,22,9.77,19.73,middle_heavy,14.0,13.5,49.0,25.5,C,D,D,B,Utility Player,0.63,0.27,-0.18,-0.08,0.01,0.47,0.02,,2,-0.23,0.52,0.24,-0.24,-0.29,Flat-Track Leaker,-0.27,False
8f6dd463,Azmatullah Omarzai,Punjab Kings,15,48.0,12,9.92,24.0,pp_heavy,13.8,42.2,14.8,23.6,C,D,C+,D,Utility Player,0.67,0.17,0.33,0.11,0.14,0.42,0.03,,1,0.08,0.5,0.18,-0.18,-0.39,Flat-Track Leaker,-0.22,False
1abb78f8,SN Thakur,Chennai Super Kings,102,345.0,115,9.52,18.0,middle_heavy,13.8,14.7,74.7,34.4,C+,D,D,B+,Utility Player,0.74,0.1,-0.04,-0.12,-0.06,0.84,0.01,0.01,12,-0.42,0.66,-0.06,0.06,-0.01,Conditions-Proof,0.06,False
94d7f855,C de Grandhomme,Royal Challengers Bangalore,19,36.0,7,8.97,30.86,middle_heavy,13.7,32.4,2.0,16.0,C,D,C+,D,Utility Player,0.3,0.14,-0.65,-0.42,0.15,0.2,0.01,,3,0.31,0.43,0.19,-0.19,-0.18,Flat-Track Leaker,-0.17,False
d621b427,Musheer Khan,Punjab Kings,1,2.0,1,13.5,12.0,middle_heavy,13.4,20.0,32.5,22.0,C,D,C,C+,Utility Player,1.4,0.0,,,,0.09,,,1,,,,,,,,True
9a5f2863,Mohit Rathee,Punjab Kings,1,2.0,0,14.5,999.0,middle_heavy,13.2,12.6,16.7,14.2,D,D,D,C,Utility Player,0.0,0.0,,,,0.0,,,0,1.76,0.0,,,,,,True
a1d95bd8,LB Williams,Delhi Capitals,2,6.0,1,12.33,36.0,pp_heavy,13.1,7.1,13.7,11.3,D,D,D,D,Utility Player,0.7,0.0,,,,0.0,,,0,0.25,0.67,,,,,,True
c96f6ac5,PWA Mulder,Sunrisers Hyderabad,1,1.0,0,16.0,999.0,middle_heavy,13.0,13.9,15.1,14.0,D,D,D,C,Utility Player,0.0,0.0,,,,0.0,,,0,,,,,,,,True
62175638,Karim Janat,Gujarat Titans,1,1.0,0,30.0,999.0,middle_heavy,12.7,2.3,7.8,7.6,D,D,D,D,Utility Player,0.0,0.0,,,,0.0,,,0,5.7,0.0,,,,,,True
ad427b5c,Lalit Yadav,Delhi Capitals,19,48.0,11,8.96,26.18,middle_heavy,12.6,11.6,16.7,13.6,D,D,D,C,Utility Player,0.61,0.27,-0.15,0.19,0.11,0.17,0.01,,1,0.01,0.48,-0.57,0.57,-0.14,Conditions-Proof,-0.16,False
ee3dfa89,Sunny Gupta,Delhi Daredevils,1,3.0,0,15.67,999.0,middle_heavy,12.6,15.1,12.8,13.5,D,D,C,D,Utility Player,0.0,0.0,,,,0.0,,,0,2.14,0.0,,,,,,True
798934ea,C Ganapathy,Chennai Super Kings,1,1.0,0,13.0,999.0,middle_heavy,12.5,17.4,16.1,15.3,C,D,C,C,Utility Player,0.0,0.0,,,,0.0,,,0,,,,,,,,True
a9fd84fb,M Markande,Mumbai Indians,37,120.0,37,9.01,19.46,middle_heavy,12.4,58.9,78.8,50.0,B,D,B,A,Utility Player,0.75,0.41,0.29,0.63,0.03,1.14,0.03,,1,-0.36,0.6,-0.1,0.1,-0.1,Conditions-Proof,-0.24,False
dbc50253,AP Dole,Rajasthan Royals,3,11.0,5,10.36,13.2,pp_heavy,12.3,8.5,43.2,21.3,C,D,D,C+,Utility Player,1.28,0.4,,,,0.27,,,0,-0.19,0.8,,,,,,True
cb9b8664,W O'Rourke,Lucknow Super Giants,3,10.33,6,12.77,10.33,pp_heavy,12.2,9.9,53.8,25.3,C,D,D,B,Utility Player,1.34,0.17,,,,0.4,,,0,1.1,0.5,,,,,,True
119678fd,KV Sharma,Sunrisers Hyderabad,87,264.17,89,8.57,17.81,middle_heavy,12.0,29.5,82.0,41.2,C+,D,C,A,Strike Bowler,0.77,0.18,0.17,0.37,-0.15,1.02,0.01,-0.16,14,-0.47,0.68,0.05,-0.05,-0.06,Conditions-Proof,-0.0,False
531f0278,K Santokie,Mumbai Indians,2,8.0,3,11.38,16.0,pp_heavy,11.9,8.2,21.5,13.9,D,D,D,C,Utility Player,1.17,0.0,,,,0.0,,,0,0.86,0.25,,,,,,True
46a9bea1,TU Deshpande,Chennai Super Kings,46,160.83,55,10.05,17.55,pp_heavy,11.8,9.3,36.9,19.3,C,D,D,C+,Utility Player,0.74,0.11,-0.0,-0.17,0.11,0.49,0.01,,4,-0.06,0.6,0.25,-0.25,-0.12,Conditions-Proof,-0.19,False
2f3817ce,TP Sudhindra,Deccan Chargers,3,11.67,1,11.74,70.0,middle_heavy,11.6,14.7,8.3,11.5,D,D,D,D,Utility Player,0.5,0.0,,,,0.0,,,0,0.87,0.14,,,,,,True
50758325,B Geeves,Delhi Daredevils,2,8.0,2,11.38,24.0,pp_heavy,11.6,9.4,13.4,11.5,D,D,D,D,Utility Player,1.3,0.0,,,,0.0,,,0,0.97,0.0,,,,,,True
3d8feaf8,MR Marsh,Delhi Capitals,34,93.33,37,8.6,15.14,middle_heavy,11.5,12.7,68.2,30.8,C+,D,D,B+,Utility Player,0.78,0.11,0.03,0.42,-0.12,0.65,0.02,,2,-0.59,0.64,0.24,-0.24,0.08,Conditions-Proof,0.16,False
99258814,Gurnoor Brar,Punjab Kings,1,3.0,0,14.0,999.0,pp_heavy,11.5,11.9,18.5,14.0,D,D,D,C,Utility Player,0.0,0.0,,,,0.0,,,0,-0.28,0.5,,,,,,True
a24be938,VR Iyer,Kolkata Knight Riders,9,13.5,3,10.74,27.0,middle_heavy,11.5,1.6,0.2,4.4,D,D,D,D,Utility Player,0.27,0.0,,,-0.48,0.0,,,2,-0.26,0.67,,,,,,True
6ec424a9,ND Doshi,Rajasthan Royals,4,9.33,2,8.46,28.0,middle_heavy,11.3,16.3,34.7,20.8,C,D,C,C+,Utility Player,0.57,0.5,,,,0.17,,,1,-0.78,0.67,,,,,,True
38f2c66c,VS Yeligati,Mumbai Indians,2,5.0,0,12.2,999.0,middle_heavy,11.2,11.2,8.4,10.3,D,D,D,D,Utility Player,0.0,0.0,,,,0.0,,,0,0.52,0.0,,,,,,True
3204c99f,G Coetzee,Mumbai Indians,14,45.5,15,10.77,18.2,middle_heavy,11.0,9.9,40.9,20.6,C,D,D,C+,Utility Player,0.76,0.07,-0.2,-0.19,0.05,0.29,0.02,,1,0.52,0.27,0.07,-0.07,0.29,Tough-Track Enforcer,0.29,False
be24ead0,Ramandeep Singh,Mumbai Indians,4,6.67,6,9.6,6.67,middle_heavy,10.9,44.4,64.5,39.9,C+,D,C+,B+,Utility Player,0.67,0.0,,,,0.77,,,1,-0.66,1.0,,,,,,True
5451a2c1,B Chipli,Deccan Chargers,1,1.0,0,20.0,999.0,middle_heavy,10.7,6.8,11.9,9.8,D,D,D,D,Utility Player,0.0,0.0,,,,0.0,,,0,2.78,0.0,,,,,,True
9f961c14,Joginder Sharma,Chennai Super Kings,15,42.67,13,9.87,19.69,middle_heavy,10.5,20.0,41.6,24.0,C,D,C,C+,Utility Player,0.78,0.31,-0.21,-0.03,0.31,0.37,0.02,,0,0.19,0.4,0.2,-0.2,0.45,Tough-Track Enforcer,0.43,False
025c4400,MJ Suthar,Gujarat Titans,1,2.0,0,13.0,999.0,pp_heavy,10.4,19.0,15.8,15.1,C,D,C,C,Utility Player,0.0,0.0,,,,0.0,,,0,0.63,0.0,,,,,,True
1e030637,V Puthur,Mumbai Indians,5,12.0,6,9.08,12.0,middle_heavy,10.3,31.3,56.4,32.7,C+,D,C+,B,Utility Player,0.91,0.0,,,,0.51,,,0,1.04,0.0,,,,,,True
0c9652b0,HR Shokeen,Mumbai Indians,13,34.0,5,9.41,40.8,middle_heavy,10.1,8.1,7.8,8.7,D,D,D,D,Utility Player,0.32,0.0,-0.62,-0.52,0.13,0.0,0.0,,0,-0.18,0.6,0.86,-0.86,0.07,Conditions-Proof,-0.06,False
85b3fab2,T Stubbs,Delhi Capitals,5,6.0,4,11.5,9.0,middle_heavy,9.7,3.9,59.8,24.5,C,D,D,B,Utility Player,0.63,0.0,,,,0.46,,,1,4.06,0.0,,,,,,True
871e9faf,Basil Thampi,Gujarat Lions,25,86.83,26,9.93,20.04,middle_heavy,9.7,4.0,56.0,23.2,C,D,D,B,Utility Player,0.68,0.31,-0.23,0.04,0.11,0.45,0.02,0.4,6,-0.02,0.45,-0.83,0.83,-0.08,Conditions-Proof,-0.06,False
81c08fa3,Umran Malik,Sunrisers Hyderabad,26,82.17,31,9.55,15.9,middle_heavy,9.0,5.7,79.8,31.5,C+,D,D,A,Utility Player,0.74,0.35,-0.1,0.06,-0.35,0.77,0.03,,3,-0.49,0.62,0.26,-0.26,-0.2,Flat-Track Leaker,-0.26,False
e186f49c,Mashrafe Mortaza,Kolkata Knight Riders,1,4.0,1,14.75,24.0,pp_heavy,9.0,8.0,12.0,9.7,D,D,D,D,Utility Player,1.2,0.0,,,,0.0,,,1,1.67,0.0,,,,,,True
e9c7f0d0,Fazalhaq Farooqi,Sunrisers Hyderabad,12,42.33,6,10.39,42.33,pp_heavy,8.9,7.2,1.2,5.8,D,D,D,D,Utility Player,0.46,0.5,0.16,0.45,-0.44,0.0,0.0,,1,0.1,0.42,,,-0.26,Flat-Track Leaker,-0.36,False
943fd425,I Malhotra,Deccan Chargers,1,1.0,0,23.0,999.0,middle_heavy,8.8,4.2,9.0,7.3,D,D,D,D,Utility Player,0.0,0.0,,,,0.0,,,0,3.87,0.0,,,,,,True
7c3b3b78,VG Arora,Kolkata Knight Riders,32,106.33,39,9.68,16.36,pp_heavy,8.7,7.0,56.2,24.0,C,D,D,B,Utility Player,0.86,0.15,0.02,-0.32,-0.07,0.51,0.02,,4,-0.23,0.56,0.32,-0.32,0.24,Tough-Track Enforcer,0.06,False
e087956b,BA Stokes,Rajasthan Royals,38,114.83,31,8.91,22.23,middle_heavy,8.7,5.8,12.8,9.1,D,D,D,D,Utility Player,0.59,0.23,0.04,0.49,0.34,0.15,0.0,-0.25,5,-0.36,0.66,-0.14,0.14,-0.04,Conditions-Proof,0.01,False
1b7b0fa7,Vivrant Sharma,Sunrisers Hyderabad,2,3.0,0,12.33,999.0,middle_heavy,8.6,14.7,10.1,11.1,D,D,D,D,Utility Player,0.0,0.0,,,,0.0,,,0,0.7,0.0,,,,,,True
