bowler_id,bowler,country,matches,total_overs,total_wickets,career_economy,career_sr_bowl,phase_group,score_accuracy,score_control,score_threat,overall_score,overall_grade,grade_accuracy,grade_control,grade_threat,archetype,avg_wicket_quality_mean,bowled_lbw_pct,peak_composite_bowling,peak_window_composite,flat_track_index_bowl,war_bowling,war_bowling_rate,clutch_index_bowl,pressure_spells,avg_dominance_bowl,pct_dominant_bowl,bowl_first_index,bowl_second_index,condition_dependence_index_bowl,condition_dependence_tag_bowl,condition_spread_bowl,is_provisional_bowl
21d4e29b,NA Saini,Rajasthan Royals,1,2.0,0,17.5,999.0,middle_heavy,8.6,5.0,15.4,9.7,D,D,D,C,Utility Player,0.0,0.15,,,,0.0,,,0,-0.15,0.55,,,,,,True
6821ac10,JJ van der Wath,Royal Challengers Bangalore,3,12.0,3,11.17,24.0,pp_heavy,8.5,8.6,21.1,12.7,D,D,D,C,Utility Player,0.82,0.0,,,,0.0,,,0,-0.04,0.6,,,,,,True
d45c29b1,Ashwani Kumar,Mumbai Indians,7,20.5,11,11.41,11.18,middle_heavy,8.3,6.5,64.6,26.5,C,D,D,B+,Utility Player,0.97,0.27,,,-0.22,0.52,,,0,0.14,0.57,,,,,,True
21d4e29b,Navdeep Saini,Royal Challengers Bangalore,31,108.67,26,8.91,25.08,pp_heavy,8.3,12.0,10.2,10.2,D,D,D,D,Utility Player,0.66,0.15,-0.05,0.2,0.17,0.21,0.01,-0.21,6,-0.15,0.55,-0.32,0.32,0.33,Tough-Track Enforcer,0.16,False
68c56d09,KA Jamieson,Royal Challengers Bangalore,13,43.0,14,9.72,18.43,pp_heavy,8.2,20.2,51.2,26.5,C,D,C,B,Utility Player,0.96,0.21,-0.03,-0.39,0.36,0.48,0.04,,2,-0.36,0.72,0.55,-0.55,0.66,Tough-Track Enforcer,0.43,False
662c47a6,Y Nagar,Delhi Daredevils,8,11.0,4,11.36,16.5,middle_heavy,8.1,9.7,30.9,16.2,C,D,D,C+,Utility Player,0.46,0.0,,,0.04,0.17,,,1,0.66,0.5,,,,,,True
3355b542,F du Plessis,Chennai Super Kings,1,1.0,0,16.0,999.0,middle_heavy,8.0,9.9,10.1,9.3,D,D,D,D,Utility Player,0.0,0.0,,,,0.0,,,0,,,,,,,,True
73ad96ed,DJ Hooda,Sunrisers Hyderabad,34,63.17,10,8.71,37.9,middle_heavy,7.6,10.5,0.3,6.1,D,D,D,D,Utility Player,0.37,0.1,-0.36,0.21,0.02,0.0,0.0,,3,-0.23,0.68,0.48,-0.48,0.06,Conditions-Proof,0.1,False
245c97cb,TS Mills,Mumbai Indians,10,34.83,11,10.02,19.0,middle_heavy,7.4,5.8,49.6,20.9,C,D,D,B,Utility Player,0.88,0.27,-0.17,-0.35,-0.35,0.37,0.04,,0,0.21,0.36,0.13,-0.13,0.04,Conditions-Proof,0.01,False
77b1aa15,Harshit Rana,Kolkata Knight Riders,32,108.17,42,9.68,15.45,pp_heavy,7.2,15.9,71.5,31.5,C+,D,C,B+,Utility Player,0.88,0.17,0.25,0.1,0.17,0.74,0.02,,1,-0.2,0.53,-0.16,0.16,0.08,Conditions-Proof,-0.01,False
1a2676c5,SA Abbott,Royal Challengers Bangalore,3,9.0,1,11.56,54.0,pp_heavy,7.1,6.8,5.6,6.5,D,D,D,D,Utility Player,0.47,0.0,,,,0.0,,,0,0.83,0.0,,,,,,True
e32d22f6,Pankaj Singh,Rajasthan Royals,17,50.0,11,9.44,27.27,pp_heavy,7.0,7.7,6.3,7.0,D,D,D,D,Utility Player,0.49,0.18,-0.37,-0.03,0.01,0.0,0.0,,2,-0.33,0.52,-0.48,0.48,0.38,Tough-Track Enforcer,0.37,False
d8b2f218,BB Sran,Sunrisers Hyderabad,24,80.5,20,9.53,24.15,pp_heavy,6.9,2.8,1.4,3.7,D,D,D,D,Utility Player,0.77,0.1,-0.37,-0.33,-0.01,0.01,0.0,,1,-0.3,0.6,0.01,-0.01,-0.05,Conditions-Proof,0.04,False
a9da7784,KJ Abbott,Kings XI Punjab,5,16.0,2,11.38,48.0,pp_heavy,6.8,5.8,2.1,4.9,D,D,D,D,Utility Player,0.56,0.5,,,,0.0,,,1,1.02,0.38,,,,,,True
7d3720ba,RR Bhatkal,Royal Challengers Bangalore,1,2.0,0,17.5,999.0,pp_heavy,6.6,4.5,6.9,6.0,D,D,D,D,Utility Player,0.0,0.0,,,,0.0,,,0,,,,,,,,True
66cf56a5,A Mithun,Royal Challengers Bangalore,16,48.0,8,9.94,36.0,middle_heavy,6.6,4.3,3.6,4.8,D,D,D,D,Utility Player,0.43,0.25,-0.91,-0.97,0.48,0.0,0.0,,2,0.03,0.43,0.13,-0.13,0.24,Tough-Track Enforcer,0.3,False
8abdf100,CJ Anderson,Mumbai Indians,22,49.5,14,10.61,21.21,middle_heavy,6.6,16.9,27.5,17.0,C,D,C,C,Utility Player,0.66,0.07,-0.51,-0.46,0.23,0.26,0.01,,2,0.19,0.44,0.04,-0.04,0.38,Tough-Track Enforcer,0.5,False
7d92277a,Mujeeb Ur Rahman,Kings XI Punjab,20,74.33,21,8.42,21.24,middle_heavy,5.8,1.1,60.4,22.4,C,D,D,B+,Utility Player,0.78,0.24,0.47,0.8,0.07,0.47,0.02,,0,-0.79,0.71,-0.32,0.32,-0.11,Conditions-Proof,-0.06,False
fa2f1dde,K Khejroliya,Royal Challengers Bangalore,8,23.17,6,10.79,23.17,middle_heavy,5.8,7.7,30.1,14.5,D,D,D,C+,Utility Player,0.5,0.33,,,-0.47,0.16,,,2,0.03,0.5,,,,,,True
b61a3e1a,LRPL Taylor,Royal Challengers Bangalore,2,2.0,0,12.0,999.0,middle_heavy,5.6,20.2,6.3,10.7,D,D,C,D,Utility Player,0.0,0.0,,,,0.0,,,0,,,,,,,,True
d7b3a420,Jaskaran Singh,Deccan Chargers,7,17.0,6,10.24,17.0,pp_heavy,5.5,4.2,23.6,11.1,D,D,D,C,Utility Player,0.64,0.17,,,-0.33,0.09,,,1,-0.32,0.4,,,,,,True
99ed60f8,JPR Scantlebury-Searles,Kolkata Knight Riders,3,7.0,2,12.71,21.0,middle_heavy,5.5,10.1,16.9,10.8,D,D,D,C,Utility Player,0.83,0.0,,,,0.0,,,0,1.7,0.0,,,,,,True
2cffab74,Mukesh Kumar,Delhi Capitals,32,106.0,45,10.55,14.13,pp_heavy,5.4,5.6,63.5,24.8,C,D,D,B+,Utility Player,0.96,0.2,0.06,-0.18,-0.11,0.51,0.02,,3,-0.11,0.5,0.22,-0.22,0.05,Conditions-Proof,-0.1,False
8db7f47f,RJW Topley,Royal Challengers Bengaluru,6,20.0,5,11.1,24.0,pp_heavy,5.2,11.0,22.4,12.9,D,D,D,C,Utility Player,0.95,0.2,,,0.17,0.06,,,0,0.64,0.33,,,,,,True
3eac9d95,JDP Oram,Chennai Super Kings,14,39.5,13,9.16,18.23,pp_heavy,5.2,17.1,10.5,10.9,D,D,C,D,Utility Player,0.51,0.0,-0.46,-0.02,0.62,0.11,0.01,,4,0.07,0.5,0.66,-0.66,0.13,Conditions-Proof,0.13,False
fb693839,S Ladda,Delhi Daredevils,9,23.0,5,9.78,27.6,middle_heavy,5.1,15.3,19.9,13.4,D,D,C,C,Utility Player,0.48,0.2,,,0.62,0.09,,,0,-0.06,0.75,,,,,,True
4b31f3a3,Yash Thakur,Lucknow Super Giants,21,73.83,28,10.59,15.82,middle_heavy,4.5,5.9,52.0,20.8,C,D,D,B,Utility Player,0.81,0.14,0.02,0.06,-0.37,0.41,0.02,,2,-0.01,0.52,0.03,-0.03,-0.17,Flat-Track Leaker,-0.16,False
ddb00822,P Prasanth,Kochi Tuskers Kerala,1,1.0,0,18.0,999.0,middle_heavy,4.4,6.0,16.6,9.0,D,D,D,C,Utility Player,0.0,0.0,,,,0.0,,,0,1.95,0.0,,,,,,True
d0513f63,CL White,Sunrisers Hyderabad,6,7.0,1,12.29,42.0,middle_heavy,4.3,3.5,4.3,4.0,D,D,D,D,Utility Player,0.2,0.0,,,-0.39,0.0,,,3,2.2,0.0,,,,,,True
65b6943c,L Wood,Mumbai Indians,2,6.0,1,15.67,36.0,pp_heavy,4.3,2.5,3.9,3.6,D,D,D,D,Utility Player,0.7,0.0,,,,0.0,,,0,2.63,0.0,,,,,,True
26e5cabf,MK Tiwary,Kolkata Knight Riders,6,7.0,1,11.86,42.0,middle_heavy,4.1,9.7,4.2,6.0,D,D,D,D,Utility Player,0.18,0.0,,,-0.23,0.0,,,0,,,,,,,,True
b8527c3d,Rasikh Salam,Delhi Capitals,13,38.5,10,10.7,23.1,middle_heavy,4.1,8.5,35.5,16.0,C,D,D,C+,Utility Player,0.43,0.2,-0.11,-0.38,-0.29,0.24,0.02,,1,0.1,0.36,0.16,-0.16,0.33,Tough-Track Enforcer,,False
d9273ee7,MP Stoinis,Delhi Capitals,71,148.0,46,9.98,19.3,middle_heavy,3.8,8.1,44.1,18.7,C,D,D,C+,Utility Player,0.57,0.13,-0.34,-0.14,-0.21,0.4,0.01,0.0,7,-0.03,0.58,-0.01,0.01,0.04,Conditions-Proof,0.04,False
107c26fb,KT Maphaka,Rajasthan Royals,4,11.0,2,13.45,33.0,pp_heavy,3.7,5.9,7.4,5.7,D,D,D,D,Utility Player,0.72,0.0,,,,0.0,,,1,1.66,0.33,,,,,,True
23cca426,OF Smith,Punjab Kings,6,15.0,7,11.93,12.86,middle_heavy,3.6,4.6,54.5,20.9,C,D,D,B,Utility Player,0.76,0.0,,,-0.37,0.4,,,3,0.52,0.43,,,,,,True
de4b0555,R Shukla,Delhi Daredevils,7,20.0,7,10.85,17.14,pp_heavy,3.5,3.4,29.7,12.2,D,D,D,C,Utility Player,0.96,0.43,,,0.83,0.14,,,2,0.33,0.38,,,,,,True
f9e6e7ef,Shahbaz Ahmed,Royal Challengers Bangalore,45,98.0,22,9.72,26.73,middle_heavy,3.4,9.6,10.8,7.9,D,D,D,D,Utility Player,0.45,0.14,-0.36,0.44,-0.14,0.12,0.0,,1,0.08,0.49,-0.0,0.0,0.05,Conditions-Proof,0.26,False
cca50cd6,LJ Wright,Pune Warriors,6,11.83,2,10.56,35.5,middle_heavy,3.4,15.9,8.1,9.1,D,D,C,D,Utility Player,0.45,0.0,,,0.96,0.0,,,0,0.54,0.6,,,,,,True
64a4c383,S Sriram,Delhi Daredevils,2,3.0,0,16.33,999.0,middle_heavy,3.1,1.9,3.1,2.7,D,D,D,D,Utility Player,0.0,0.0,,,,0.0,,,0,1.59,0.0,,,,,,True
acdc62f5,A Nortje,Delhi Capitals,48,182.67,63,9.31,17.4,pp_heavy,3.0,2.5,44.9,16.8,C,D,D,C+,Utility Player,0.95,0.29,0.19,0.16,-0.1,0.38,0.01,-0.16,7,-0.47,0.66,-0.03,0.03,-0.01,Conditions-Proof,0.01,False
327b58d3,PVD Chameera,Lucknow Super Giants,19,64.0,15,10.0,25.6,pp_heavy,2.8,4.1,0.4,2.4,D,D,D,D,Utility Player,0.7,0.07,-0.1,0.12,-0.33,0.0,0.0,,2,-0.21,0.54,-0.67,0.67,-0.24,Flat-Track Leaker,-0.44,False
83c3e8e3,SH Johnson,Gujarat Titans,9,27.33,5,10.57,32.8,pp_heavy,2.8,12.2,2.6,5.9,D,D,D,D,Utility Player,0.49,0.2,,,-0.12,0.0,,,3,-0.03,0.62,,,,,,True
12314277,Arshad Khan,Gujarat Titans,18,43.33,12,11.58,21.67,pp_heavy,2.6,3.0,4.1,3.2,D,D,D,D,Utility Player,0.82,0.0,-0.6,-0.23,0.28,0.0,0.0,,1,0.23,0.46,-0.05,0.05,0.18,Tough-Track Enforcer,0.64,False
e94915e6,SM Curran,Punjab Kings,63,208.83,63,9.86,19.89,pp_heavy,2.5,6.9,2.7,4.0,D,D,D,D,Utility Player,0.69,0.19,-0.04,0.02,0.04,0.02,0.0,0.01,6,-0.2,0.55,0.14,-0.14,-0.18,Flat-Track Leaker,-0.13,False
0a67aec0,Akash Deep,Royal Challengers Bangalore,14,46.33,11,11.96,25.27,middle_heavy,2.4,1.9,17.2,7.2,D,D,D,C,Utility Player,0.67,0.18,-0.75,-0.89,-0.32,0.11,0.01,,1,0.54,0.29,-0.08,0.08,0.32,Tough-Track Enforcer,0.69,False
5d2eea49,Kartik Tyagi,Rajasthan Royals,20,70.33,16,10.24,26.38,middle_heavy,2.0,1.3,6.1,3.1,D,D,D,D,Utility Player,0.84,0.06,-0.41,-0.05,-0.31,0.0,0.0,,2,0.04,0.39,0.22,-0.22,0.28,Tough-Track Enforcer,0.2,False
c5aef772,R Shepherd,Royal Challengers Bengaluru,15,35.0,12,11.89,17.5,middle_heavy,2.0,3.3,37.1,14.1,D,D,D,C+,Utility Player,0.6,0.08,-0.86,-1.14,-0.4,0.26,0.02,,0,0.6,0.28,0.92,-0.92,0.19,Conditions-Proof,,False
3fb19989,MA Starc,Royal Challengers Bangalore,50,177.33,78,8.95,13.64,pp_heavy,2.0,1.0,84.6,29.2,C,D,D,A,Strike Bowler,0.79,0.37,0.24,0.28,-0.4,0.82,0.02,-0.21,7,-0.47,0.6,0.33,-0.33,-0.03,Conditions-Proof,-0.08,False
db31895a,AS Rajpoot,Kings XI Punjab,29,88.17,24,9.57,22.04,pp_heavy,1.7,2.5,1.6,1.9,D,D,D,D,Utility Player,0.62,0.21,-0.29,-0.09,-0.19,0.0,0.0,-0.31,5,-0.34,0.64,-0.06,0.06,0.16,Tough-Track Enforcer,0.19,False
bbd41817,AD Russell,Kolkata Knight Riders,121,301.0,133,9.66,13.58,middle_heavy,1.5,5.7,96.5,35.1,C+,D,D,S,Strike Bowler,0.73,0.11,-0.11,0.07,-0.23,1.0,0.01,-0.38,16,-0.57,0.65,0.24,-0.24,0.05,Conditions-Proof,0.07,False
4885bbe6,Yudhvir Singh,Lucknow Super Giants,9,23.0,8,11.17,17.25,pp_heavy,1.4,1.4,41.7,14.8,D,D,D,C+,Utility Player,0.8,0.25,,,-0.47,0.28,,,0,0.17,0.38,,,,,,True
287686fd,S Narwal,Rajasthan Royals,6,17.67,6,11.49,17.67,pp_heavy,1.2,0.7,28.2,10.0,D,D,D,C,Utility Player,0.41,0.17,,,-0.12,0.12,,,1,-0.21,0.5,,,,,,True
a4e37e47,S Dube,Royal Challengers Bangalore,15,20.67,6,10.79,20.67,middle_heavy,1.1,0.4,2.5,1.3,D,D,D,D,Utility Player,0.24,0.17,-1.01,0.69,-0.33,0.0,0.0,0.06,5,0.39,0.25,0.96,-0.96,-0.23,Conditions-Proof,-0.03,True
59559bc2,J Overton,Chennai Super Kings,3,6.0,0,14.0,999.0,pp_heavy,0.8,1.7,0.7,1.1,D,D,D,D,Utility Player,0.0,0.0,,,,0.0,,,0,1.17,0.0,,,,,,True
765a4731,Mukesh Choudhary,Chennai Super Kings,16,52.5,17,9.96,18.53,pp_heavy,0.7,0.6,34.4,11.9,D,D,D,C+,Utility Player,0.77,0.35,-0.37,-0.14,-0.42,0.24,0.01,,2,0.1,0.36,0.16,-0.16,0.05,Conditions-Proof,-0.04,False
12b610c2,TM Head,Royal Challengers Bangalore,6,9.67,3,11.69,19.33,middle_heavy,0.5,0.3,4.8,1.9,D,D,D,D,Utility Player,0.32,0.0,,,-0.41,0.0,,,1,0.89,0.33,,,,,,True
cdc6bdba,S Sandeep Warrier,Gujarat Titans,10,28.0,8,9.18,21.0,pp_heavy,0.4,1.3,44.6,15.4,C,D,D,C+,Utility Player,0.58,0.12,-0.02,-1.03,0.12,0.31,0.03,,2,-0.28,0.67,-0.14,0.14,0.41,Tough-Track Enforcer,0.63,True
8e514b4c,Abdul Samad,Sunrisers Hyderabad,6,9.33,2,12.75,28.0,middle_heavy,0.3,3.2,7.7,3.7,D,D,D,D,Utility Player,0.4,0.0,,,0.23,0.0,,,1,1.32,0.4,,,,,,True
30df8c66,Simarjeet Singh,Chennai Super Kings,14,40.0,12,10.28,20.0,pp_heavy,0.2,0.2,7.2,2.5,D,D,D,D,Utility Player,0.65,0.0,-0.72,0.14,-0.26,0.0,0.0,,2,0.18,0.47,-0.24,0.24,-0.33,Flat-Track Leaker,-0.6,False
